,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fluent-nhibernate.csv,0.37,0.02,0.2,0.0,0.25,0.26,1.0
geogebra.csv,0.22,0.12,0.08,0.08,0.44,0.95,0.17
hibernate.csv,0.32,0.16,0.09,0.14,0.97,0.41,0.24
jasperreports.csv,0.1,0.05,0.94,0.0,0.35,0.16,0.28
kvs.csv,1.0,0.19,0.26,0.0,0.43,0.36,0.41
phet.csv,0.31,0.96,0.02,0.06,0.31,0.21,0.03
