,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.0,0.53,0.57,0.0,0.4,0.67,0.65,0.0,0.25,0.05
fontforge.csv,0.17,0.47,0.0,0.0,0.05,0.66,0.17,0.76,0.09,0.13
hatari.csv,0.59,0.71,0.67,0.53,0.52,0.58,0.43,0.24,0.37,0.33
jcl.csv,0.7,0.56,0.65,0.46,0.73,0.51,0.57,0.54,0.7,0.56
ltp.csv,0.38,0.59,0.42,0.55,0.7,0.59,0.0,0.46,0.52,0.65
net-snmp.csv,0.61,0.66,0.63,0.48,0.51,0.51,0.77,0.51,0.29,0.61
opde.csv,0.0,0.57,0.0,0.56,0.0,0.63,0.85,0.73,0.34,0.36
powerfolder-.csv,0.59,0.7,0.56,0.49,0.12,0.28,0.92,0.29,0.64,0.29
quantlib.csv,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.68
