,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.91,0.73,0.79,0.77,1.0,0.68,0.85,0.79,1.0,0.87,0.91,0.98,0.91,0.2,0.96
atlc.csv,0.42,0.57,0.66,0.69,0.0,0.76,0.67,0.51,0.75,0.96,0.77,0.64,0.41,0.77,0.87
ipfilter.csv,0.95,0.72,0.83,1.0,0.92,1.31,0.95,0.55,0.98,0.84,0.79,0.73,1.02,0.81,0.0
liferea.csv,0.92,0.5,0.65,0.0,0.61,0.08,0.5,0.73,1.0,0.68,0.63,0.64,0.63,0.71,0.69
miranda-icq.csv,0.84,0.82,0.89,0.85,0.86,1.01,0.65,0.7,0.95,0.91,0.63,0.06,1.09,0.7,0.67
opensim4opencog.csv,0.92,0.93,0.93,0.72,0.46,1.07,0.51,0.22,1.0,0.95,0.83,0.7,0.66,0.72,0.87
pclasses.csv,0.0,0.93,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.92,1.0,1.0
pfaedit.csv,0.91,0.39,0.63,0.74,0.64,0.3,0.04,0.57,0.94,0.64,0.67,0.69,0.68,0.55,0.63
psrchive.csv,0.83,0.93,0.14,0.93,0.99,0.48,0.87,0.96,1.0,0.85,0.91,0.79,0.9,0.75,0.91
theresa.csv,1.0,0.96,0.86,1.0,1.0,0.0,0.87,1.0,1.0,0.95,0.96,1.0,1.0,0.9,0.96
thrust.csv,1.09,0.87,0.72,0.82,0.84,0.62,0.88,0.9,0.06,0.77,0.88,0.81,0.51,0.67,0.72
tktoolkit.csv,0.96,0.84,0.74,0.9,0.93,1.01,0.84,0.93,0.57,0.85,0.22,0.76,0.7,0.71,0.76
tzod.csv,0.74,0.07,0.59,0.43,0.5,0.16,0.49,0.46,0.94,0.7,0.85,0.65,0.37,0.63,0.89
yaprm.csv,0.59,0.94,0.67,1.03,0.98,0.44,0.95,0.75,0.61,0.03,0.82,0.76,0.77,0.82,0.88
