,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.11,0.37,0.25,0.27,0.0,0.38,0.18,0.26,0.0,0.17,0.11,0.02,0.11,0.83,0.05
atlc.csv,0.82,0.7,0.61,0.67,1.0,0.61,0.53,0.72,0.38,0.28,0.53,0.6,0.64,0.49,0.44
ipfilter.csv,0.3,0.46,0.45,0.0,0.33,0.0,0.33,0.74,0.09,0.47,0.55,0.6,0.0,0.52,1.0
liferea.csv,0.11,0.57,0.47,1.0,0.44,0.98,0.66,0.34,0.0,0.42,0.58,0.49,0.42,0.37,0.39
miranda-icq.csv,0.3,0.23,0.17,0.18,0.18,0.0,0.4,0.42,0.07,0.13,0.47,0.95,0.0,0.41,0.38
opensim4opencog.csv,0.11,0.09,0.09,0.35,0.6,0.0,0.61,0.82,0.0,0.06,0.26,0.39,0.39,0.34,0.16
pclasses.csv,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0
pfaedit.csv,0.11,0.73,0.47,0.59,0.42,0.92,0.97,0.6,0.07,0.52,0.55,0.45,0.37,0.56,0.49
psrchive.csv,0.21,0.09,0.88,0.1,0.02,0.67,0.16,0.05,0.0,0.19,0.11,0.27,0.12,0.31,0.11
theresa.csv,0.0,0.05,0.17,0.0,0.0,1.0,0.16,0.0,0.0,0.06,0.05,0.0,0.0,0.12,0.05
thrust.csv,0.0,0.22,0.45,0.34,0.36,0.62,0.23,0.2,0.95,0.34,0.16,0.37,0.55,0.53,0.6
tktoolkit.csv,0.21,0.22,0.33,0.18,0.09,0.0,0.31,0.11,0.55,0.19,0.82,0.33,0.35,0.37,0.28
tzod.csv,0.31,0.94,0.53,0.74,0.64,0.96,0.71,0.69,0.07,0.5,0.45,0.57,0.68,0.52,0.18
yaprm.csv,0.56,0.13,0.46,0.0,0.33,0.68,0.07,0.3,0.55,0.98,0.3,0.35,0.27,0.33,0.16
