,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.14,0.36,0.33,0.35,0.0,0.2,0.26,0.23,0.0,0.22,0.14,0.03,0.17,0.89,0.08
atlc.csv,0.45,0.59,0.29,0.44,1.0,0.14,0.58,0.31,0.29,0.55,0.21,0.41,0.74,0.25,0.59
ipfilter.csv,0.23,0.39,0.2,0.37,0.65,0.0,0.6,0.31,0.42,0.51,0.24,0.43,0.88,0.31,1.0
liferea.csv,0.1,0.6,0.28,1.0,0.55,0.6,0.7,0.21,0.0,0.46,0.25,0.37,0.54,0.28,0.48
miranda-icq.csv,0.16,0.29,0.12,0.24,0.24,0.0,0.5,0.2,0.09,0.17,0.26,0.96,0.72,0.27,0.49
opensim4opencog.csv,0.1,0.13,0.11,0.31,0.68,0.0,0.66,0.88,0.0,0.1,0.14,0.34,0.51,0.31,0.23
pclasses.csv,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.15,0.0,0.0
pfaedit.csv,0.15,0.66,0.3,0.39,0.53,0.29,0.98,0.26,0.1,0.53,0.23,0.34,0.48,0.38,0.58
psrchive.csv,0.2,0.12,0.92,0.1,0.04,0.18,0.22,0.06,0.0,0.25,0.12,0.27,0.19,0.28,0.16
theresa.csv,0.0,0.07,0.24,0.0,0.0,1.0,0.23,0.0,0.0,0.1,0.07,0.0,0.0,0.17,0.08
thrust.csv,0.0,0.21,0.23,0.22,0.4,0.13,0.28,0.09,0.94,0.37,0.12,0.25,0.66,0.29,0.74
tktoolkit.csv,0.1,0.24,0.26,0.14,0.13,0.0,0.36,0.07,0.44,0.25,0.88,0.28,0.46,0.28,0.38
tzod.csv,0.26,0.96,0.31,0.51,0.68,0.43,0.75,0.33,0.11,0.49,0.21,0.39,0.78,0.32,0.24
yaprm.csv,0.32,0.14,0.26,0.0,0.37,0.21,0.1,0.24,0.41,0.99,0.14,0.28,0.37,0.19,0.22
