,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.24,0.41,0.48,0.16,0.0,0.96,0.44,0.34,0.29,0.51,0.7,0.25,0.4,0.11,0.43,0.26,0.39,0.45
bigdata.csv,0.57,0.36,0.36,0.04,0.0,0.44,0.36,0.49,0.6,0.45,0.76,0.2,0.31,0.14,1.0,0.39,0.34,0.3
chaperon.csv,0.2,0.38,0.06,0.0,1.0,0.24,0.24,0.08,0.0,0.06,0.0,0.0,0.04,0.0,0.08,0.0,0.16,0.0
e-bio-flow.csv,0.22,0.24,0.95,0.18,0.0,0.08,0.46,0.23,0.05,0.4,0.66,0.0,0.33,0.0,0.33,0.37,0.18,0.19
exist.csv,0.44,0.42,0.27,0.08,0.21,0.44,0.51,0.98,0.64,0.69,0.1,0.42,0.48,0.16,0.63,0.49,0.41,0.53
freedom-erp.csv,0.0,0.3,0.27,0.0,0.0,0.1,0.18,0.05,0.08,0.03,1.0,0.0,0.04,0.0,0.13,0.04,0.07,0.0
geotools.csv,0.41,0.34,0.4,0.22,0.27,0.4,0.3,0.55,0.47,0.48,0.65,0.17,0.98,0.07,0.46,0.34,0.37,0.1
jaxlib.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
jppf-project.csv,0.45,0.67,0.57,0.08,0.11,0.43,1.0,0.7,0.62,0.82,0.74,0.23,0.44,0.13,0.89,0.59,0.31,0.43
matrex.csv,0.13,0.56,0.42,0.15,0.17,0.48,0.45,0.51,0.97,0.49,0.76,0.33,0.27,0.15,0.49,0.51,0.17,0.19
mediate.csv,0.49,1.0,0.52,0.06,0.13,0.43,0.92,0.6,0.56,0.49,0.68,0.21,0.41,0.14,0.8,0.41,0.35,0.45
nunit.csv,0.17,0.6,0.36,0.0,0.11,0.38,0.64,0.66,0.33,0.34,0.39,0.42,0.22,0.09,0.39,0.31,0.94,0.37
octet.csv,0.35,0.7,0.21,0.0,0.12,0.39,0.34,0.5,0.52,0.18,0.39,0.92,0.29,0.16,0.44,0.44,0.45,0.24
pokenetonline.csv,0.41,0.4,0.51,0.09,0.32,0.44,0.83,0.62,0.7,0.97,0.55,0.44,0.47,0.16,0.84,0.27,0.51,0.51
reaper3d.csv,0.45,0.26,0.33,0.0,0.13,0.32,0.08,0.09,0.61,0.03,0.0,0.16,0.07,0.86,0.39,0.21,0.18,0.18
simplewebservices.csv,0.43,0.43,0.37,0.13,0.13,0.29,0.37,0.59,0.57,0.55,0.69,0.23,0.32,0.15,0.62,0.98,0.32,0.38
stajistics.csv,0.36,0.65,0.52,0.0,0.0,0.3,0.61,0.47,0.4,0.68,0.4,0.43,0.44,0.16,0.55,0.4,0.31,0.98
swtfox.csv,0.98,0.48,0.18,0.0,0.16,0.17,0.39,0.51,0.28,0.36,0.48,0.15,0.3,0.16,0.49,0.35,0.19,0.28
