,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.23,0.35,0.53,0.86,0.0,0.96,0.32,0.25,0.21,0.41,0.67,0.33,0.44,0.15,0.32,0.23,0.43,0.35
bigdata.csv,0.33,0.27,0.37,0.28,0.0,0.64,0.26,0.43,0.58,0.36,0.69,0.17,0.29,0.05,0.99,0.34,0.42,0.27
chaperon.csv,0.15,0.34,0.04,0.0,1.0,0.21,0.17,0.05,0.0,0.04,0.0,0.0,0.02,0.0,0.05,0.0,0.12,0.0
e-bio-flow.csv,0.25,0.18,0.92,0.54,0.0,0.06,0.35,0.18,0.04,0.31,0.61,0.0,0.36,0.0,0.25,0.37,0.21,0.16
exist.csv,0.48,0.32,0.3,0.51,0.53,0.64,0.4,0.98,0.65,0.62,0.07,0.61,0.58,0.63,0.5,0.54,0.61,0.67
freedom-erp.csv,0.0,0.22,0.2,0.0,0.0,0.06,0.12,0.04,0.05,0.02,1.0,0.0,0.02,0.0,0.09,0.02,0.06,0.0
geotools.csv,0.48,0.31,0.37,0.55,0.54,0.43,0.21,0.5,0.41,0.38,0.58,0.17,0.97,0.14,0.35,0.37,0.59,0.09
jaxlib.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
jppf-project.csv,0.3,0.46,0.53,0.09,0.16,0.6,1.0,0.43,0.55,0.47,0.48,0.24,0.21,0.29,0.3,0.0,0.31,0.24
matrex.csv,0.12,0.52,0.41,0.54,0.29,0.69,0.33,0.44,0.97,0.38,0.74,0.48,0.32,0.29,0.38,0.51,0.23,0.2
mediate.csv,0.31,1.0,0.35,0.45,0.5,0.63,0.39,0.57,0.56,0.39,0.42,0.42,0.57,0.48,0.55,0.46,0.6,0.53
nunit.csv,0.14,0.57,0.37,0.0,0.29,0.39,0.42,0.6,0.26,0.26,0.34,0.61,0.24,0.14,0.29,0.24,0.92,0.31
octet.csv,0.38,0.61,0.2,0.0,0.29,0.52,0.25,0.45,0.49,0.14,0.36,0.88,0.32,0.64,0.33,0.49,0.62,0.3
pokenetonline.csv,0.43,0.35,0.6,0.51,0.75,0.62,0.54,0.59,0.72,0.96,0.48,0.61,0.61,0.63,0.61,0.25,0.65,0.59
reaper3d.csv,0.44,0.21,0.34,0.0,0.5,0.49,0.05,0.06,0.61,0.02,0.0,0.45,0.09,0.79,0.29,0.19,0.31,0.25
simplewebservices.csv,0.5,0.37,0.42,0.54,0.5,0.41,0.27,0.55,0.58,0.45,0.64,0.47,0.45,0.42,0.5,0.97,0.45,0.49
stajistics.csv,0.38,0.57,0.56,0.0,0.0,0.4,0.47,0.41,0.33,0.6,0.32,0.48,0.51,0.42,0.43,0.36,0.36,0.98
swtfox.csv,0.98,0.43,0.2,0.0,0.61,0.23,0.28,0.48,0.28,0.28,0.43,0.33,0.44,0.52,0.37,0.32,0.34,0.4
