,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,6.0,7.0,0.0,0.0,2.0,75.0,0.0,0.0,2.0,5.0,0.0,4.0
gmerlin.csv,1.0,3.0,1.0,0.0,1.0,198.0,0.0,0.0,0.0,6.0,1.0,0.0
google-gears.csv,0.0,17.0,0.0,0.0,1.0,40.0,1.0,0.0,1.0,4.0,0.0,0.0
gstreamer.csv,5.0,15.0,0.0,0.0,1.0,84.0,1.0,0.0,0.0,8.0,2.0,1.0
lportal.csv,0.0,38.0,0.0,1.0,11.0,0.0,8.0,0.0,3.0,5.0,1.0,1.0
metacosm.csv,2.0,4.0,2.0,0.0,0.0,11.0,5.0,0.0,3.0,5.0,1.0,0.0
mplayer-ce.csv,0.0,44.0,0.0,1.0,13.0,168.0,7.0,0.0,4.0,6.0,0.0,1.0
openmeetings.csv,1.0,0.0,0.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,2.0
qgis.csv,1.0,3.0,0.0,0.0,0.0,35.0,7.0,0.0,4.0,2.0,0.0,0.0
skia.csv,9.0,5.0,0.0,0.0,5.0,224.0,4.0,0.0,0.0,0.0,0.0,2.0
wxcrp.csv,0.0,7.0,0.0,0.0,6.0,135.0,3.0,0.0,0.0,3.0,1.0,0.0
yafdotnet.csv,0.0,3.0,1.0,1.0,0.0,29.0,4.0,1.0,6.0,2.0,0.0,1.0
