,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.43,0.59,0.33,0.99,0.61,0.68,0.22,0.26,0.54,0.34,0.59,0.48
gmerlin.csv,0.43,0.63,0.34,0.36,0.47,0.62,0.9,0.3,0.28,0.34,0.46,0.46
google-gears.csv,0.64,0.67,0.46,0.52,0.49,0.35,0.62,0.99,0.54,0.44,0.51,0.67
gstreamer.csv,0.65,0.73,0.64,0.5,0.61,0.72,0.62,0.51,0.98,0.46,0.57,0.59
lportal.csv,0.49,0.3,0.32,0.43,0.17,0.9,0.58,0.35,0.34,0.51,0.05,0.22
metacosm.csv,0.69,0.5,0.63,0.3,0.24,0.67,0.55,0.59,0.17,0.6,0.13,0.94
mplayer-ce.csv,0.44,0.09,0.36,0.43,0.42,0.33,0.45,0.45,0.32,0.49,0.97,0.42
openmeetings.csv,0.39,0.93,0.49,0.37,0.41,0.6,0.26,0.34,0.56,0.44,0.58,0.52
qgis.csv,0.46,0.55,0.99,0.53,0.43,0.71,0.26,0.44,0.57,0.53,0.6,0.69
skia.csv,0.3,0.54,0.36,0.21,0.35,0.43,0.26,0.28,0.05,1.0,0.17,0.23
wxcrp.csv,0.95,0.69,0.34,0.48,0.63,0.65,0.15,0.19,0.28,0.47,0.48,0.35
yafdotnet.csv,0.64,0.49,0.56,0.6,0.98,0.56,0.47,0.52,0.62,0.16,0.46,0.58
