,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.07,0.0,0.21,0.03,0.26,0.11,0.56
l2j.csv,0.18,0.68,0.67,0.89,0.78,0.01,0.94
libmesh.csv,0.5,0.4,0.24,0.32,0.02,0.41,0.55
mvdsv.csv,0.0,0.0,0.0,0.0,0.02,0.0,0.01
nova.csv,0.0,0.19,0.13,0.05,0.24,0.16,0.13
proftp.csv,0.23,0.15,0.32,0.0,0.13,0.03,0.23
