,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.7,0.05,1.02,0.93,0.78,0.88,1.15
l2j.csv,0.57,0.71,0.67,0.89,0.81,0.01,0.94
libmesh.csv,0.85,0.95,0.71,0.99,0.19,0.66,0.55
mvdsv.csv,1.0,1.0,0.0,0.97,1.0,1.0,1.0
nova.csv,0.0,0.83,1.01,1.0,0.77,0.92,1.01
proftp.csv,0.73,0.87,0.46,0.0,0.93,0.95,1.03
