,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.81,1.02,0.73,0.07,0.65,0.66,0.91,0.93,0.63,0.97,0.79,0.97,1.0,0.99,0.83,0.81,0.9,0.59,0.85,1.0
encog-cs.csv,0.87,1.0,0.86,1.03,0.86,0.89,0.92,0.4,0.05,0.83,0.77,0.85,1.0,0.78,0.76,0.81,0.84,0.88,0.76,0.99
extprosys.csv,0.45,0.54,0.04,0.59,0.68,0.84,0.67,0.76,0.83,0.71,0.65,0.77,1.09,0.81,0.83,0.87,0.73,0.81,0.71,0.73
freewrl.csv,0.63,0.84,0.77,0.58,0.72,0.56,0.63,0.71,0.71,0.67,0.8,0.04,0.61,0.71,0.69,0.44,0.88,0.6,0.71,0.66
fulguro.csv,1.0,0.98,0.94,0.88,0.87,0.93,1.0,0.95,0.92,1.0,0.9,0.86,0.94,1.0,0.98,0.97,1.0,0.98,1.0,0.18
geotools.csv,1.01,0.65,0.77,0.79,0.56,0.76,0.74,0.74,0.76,0.76,0.98,0.98,1.14,1.01,0.79,0.92,1.0,0.05,0.89,0.7
ibatisdb.csv,1.0,0.69,0.88,0.88,0.82,0.81,0.87,0.78,0.91,0.81,0.61,0.96,1.21,0.75,0.84,0.0,0.91,0.72,0.63,0.67
intact.csv,0.63,1.02,0.91,0.56,0.55,0.07,0.56,0.77,0.54,0.79,0.81,0.76,0.78,1.14,0.77,0.8,0.83,0.71,0.91,0.7
japano.csv,0.73,1.02,0.84,0.94,0.71,0.93,0.83,0.0,0.58,0.99,0.64,0.74,1.0,0.91,0.88,0.97,0.56,0.73,0.91,1.0
miranda-icq.csv,1.01,0.98,0.91,0.71,0.86,0.71,0.89,0.71,0.89,0.04,0.62,0.81,1.07,1.07,0.74,0.86,0.93,0.72,0.82,0.92
ofbiz.csv,1.1,0.61,0.61,0.75,0.89,0.69,0.86,0.83,0.66,0.64,0.96,1.0,0.62,0.39,0.01,0.49,1.0,0.57,0.5,0.82
opennms.csv,1.0,0.78,1.0,0.94,0.11,1.0,0.8,0.91,0.8,0.81,0.95,0.77,0.74,1.0,0.82,0.84,0.9,0.83,0.9,0.82
papertoolkit.csv,1.0,0.98,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.98,1.0,1.0
rohxel.csv,0.89,1.03,0.94,0.53,0.83,0.75,0.0,0.79,0.72,0.72,0.86,0.6,1.03,0.72,0.77,0.79,0.76,0.66,0.9,0.92
roolo.csv,0.26,0.74,0.73,0.83,0.71,0.8,0.82,0.76,0.82,0.77,0.05,0.7,0.82,0.45,0.75,0.84,0.88,0.74,0.62,0.82
sevenupdate.csv,0.88,0.0,0.95,0.93,0.73,0.76,0.69,0.87,0.95,0.63,0.94,1.0,1.02,0.61,0.74,0.93,0.85,0.58,0.82,1.0
soar.csv,1.13,0.91,0.78,0.72,0.85,0.8,0.77,0.8,0.72,0.82,0.95,0.86,1.03,0.73,0.69,0.7,0.06,0.67,0.95,0.82
web-cat.csv,1.01,0.91,0.96,0.78,0.73,0.91,0.71,0.75,0.76,0.8,0.77,0.9,0.63,0.72,0.94,0.73,1.0,0.73,0.0,0.87
