,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,94.5,854.0,99.0,98.5,194.0,392.0,99.0,680.0,1916.0,2078.0,390.0,196.0
emono.csv,97.5,1879.0,99.0,98.5,194.0,392.0,99.0,778.5,2537.5,2220.5,197.5,295.0
freedom-erp.csv,97.5,417.5,99.0,124.0,370.5,0.0,86.5,94.5,92.5,26.5,0.0,83.5
jchassis.csv,0.0,0.0,45.5,0.0,0.0,93.5,44.5,0.0,0.0,270.0,0.0,0.0
jmoney.csv,97.5,609.5,99.0,98.5,771.5,95.5,86.5,387.5,1576.0,196.5,1509.0,295.0
jmonkeyengine.csv,190.0,1499.0,50.5,98.5,504.0,392.0,1463.0,470.0,3443.5,2157.0,99.0,295.0
jsidplay2.csv,97.5,235.5,99.0,292.0,194.0,95.5,177.0,388.5,902.5,347.0,94.5,94.5
matrex.csv,97.5,307.0,97.5,79.5,108.0,93.5,86.5,89.5,246.5,69.5,89.5,95.5
mediate.csv,190.0,1879.0,95.5,98.5,96.5,293.5,99.0,681.0,1295.0,2309.0,0.0,95.5
mesa3d.csv,94.5,866.0,98.5,98.5,606.5,392.0,565.0,390.5,2724.0,868.5,290.5,295.0
pustefix.csv,190.0,511.5,50.5,289.0,690.0,93.5,453.5,366.5,2256.0,1355.5,99.0,196.0
reaper3d.csv,97.5,1416.5,99.0,98.5,319.0,95.5,99.0,389.5,1418.0,434.5,328.0,196.5
