,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.5,0.47,0.58,0.97,0.25,0.53,0.57,0.42,0.49,0.37
firebird.csv,0.97,0.27,0.58,0.57,0.63,0.59,0.72,0.45,0.62,0.52
fmri-dmt.csv,0.12,0.2,0.12,0.11,0.09,0.13,0.13,0.0,0.11,0.86
htmlunit.csv,0.17,0.24,0.12,0.21,0.44,0.95,0.26,0.0,0.07,0.37
monetdb.csv,0.54,0.17,0.85,0.5,0.5,0.5,0.48,0.51,1.0,0.2
ontomorphtab.csv,0.51,1.0,0.57,0.63,0.64,0.61,0.61,0.64,0.57,0.52
smarttag.csv,0.18,0.2,0.0,0.27,0.41,0.16,0.13,0.94,0.13,0.2
taokgame.csv,0.04,0.62,1.0,0.5,0.3,0.0,0.19,0.53,0.05,0.51
webdriver.csv,0.41,0.45,0.79,0.49,0.2,0.37,0.98,0.56,0.48,0.2
xbplayer.csv,0.45,0.27,0.23,0.41,1.0,0.54,0.49,0.09,0.32,0.38
