,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.42,0.42,0.44,0.39,0.69
encog-java.csv,0.98,0.92,0.49,0.67,0.78
h2database.csv,0.68,0.98,0.86,0.96,0.67
jaql.csv,0.5,0.54,0.7,0.58,0.5
raven-monitoring.csv,0.7,0.62,0.67,0.62,0.72
