,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.95,0.81,0.83,0.9,0.06
encog-java.csv,0.07,0.94,0.73,0.97,0.77
h2database.csv,0.63,0.06,0.92,0.9,0.98
jaql.csv,0.45,0.6,0.74,0.02,0.73
raven-monitoring.csv,0.72,0.79,0.06,0.73,0.91
