,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.8,0.89,0.83,0.87,0.94
encog-java.csv,0.93,0.06,0.77,0.03,0.42
h2database.csv,0.41,0.94,0.09,0.11,0.02
jaql.csv,0.73,0.53,0.29,0.98,0.59
raven-monitoring.csv,0.39,0.34,0.94,0.45,0.28
