,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,1.0,0.0,68.0,2.0,1.0,0.0,5.0,61.0,5.0,6.0,0.0
libtorrent.csv,0.0,0.0,24.0,0.0,1.0,0.0,4.0,35.0,1.0,6.0,1.0
mcmc-jags.csv,0.0,0.0,40.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0
natpad.csv,0.0,0.0,51.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,0.0
nebuladevice.csv,0.0,5.0,584.0,0.0,226.0,0.0,3.0,184.0,0.0,5.0,106.0
olap-navigator.csv,0.0,0.0,7.0,0.0,0.0,0.0,1.0,5.0,8.0,2.0,3.0
pidgin.csv,0.0,0.0,45.0,0.0,1.0,0.0,0.0,10.0,2.0,3.0,0.0
salasaga.csv,0.0,0.0,43.0,5.0,3.0,1.0,1.0,9.0,1.0,5.0,0.0
sepgsql.csv,0.0,7.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
xstore.csv,0.0,1.0,47.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0
xtreemfs.csv,0.0,3.0,53.0,0.0,0.0,1.0,3.0,17.0,11.0,5.0,0.0
