,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.39,0.86,0.41,0.27,0.42,0.67,0.48,0.89,0.33,0.31,0.35
libtorrent.csv,0.93,0.41,0.96,0.67,0.97,0.71,0.87,0.68,0.93,0.9,0.93
mcmc-jags.csv,0.57,0.68,0.85,0.87,0.75,0.7,0.89,0.5,0.67,0.9,0.81
natpad.csv,0.44,0.82,1.0,0.73,0.72,0.54,0.91,0.86,0.47,0.88,0.72
nebuladevice.csv,0.72,0.05,0.0,0.67,0.0,0.33,0.24,0.0,0.73,0.75,0.0
olap-navigator.csv,0.82,0.36,0.89,0.53,0.62,0.41,0.54,0.54,0.67,0.88,0.4
pidgin.csv,0.57,0.55,0.44,0.27,0.78,0.43,0.46,0.57,0.27,0.7,0.49
salasaga.csv,0.52,0.73,0.33,0.6,0.63,0.43,0.76,0.71,0.2,0.89,0.63
sepgsql.csv,0.54,0.36,0.81,0.27,0.62,0.31,0.52,0.5,0.07,0.76,0.51
xstore.csv,0.56,0.32,1.0,0.4,0.93,0.32,0.67,0.64,0.4,0.94,0.98
xtreemfs.csv,0.7,0.45,1.0,0.6,0.83,0.54,0.85,0.61,0.07,0.88,0.84
