,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.71,0.71,0.58,0.65,0.69,0.63,0.56,0.2,0.65,0.71,0.77,0.32,0.62,0.75,0.58
cornerstone.csv,0.04,0.28,0.53,0.04,0.68,0.69,0.31,0.2,0.43,0.58,0.23,0.19,0.72,0.64,0.0
esmf.csv,0.56,0.59,0.11,0.64,0.58,0.31,0.64,0.57,0.43,0.24,0.6,0.53,0.17,0.55,0.37
frogatto.csv,0.76,0.72,0.66,0.63,0.59,0.63,0.51,0.13,0.7,0.63,0.65,0.13,0.69,0.62,0.68
gretl.csv,0.58,0.65,0.45,0.64,0.65,0.62,0.24,0.6,0.7,0.44,0.61,0.57,0.4,0.75,0.65
kindb.csv,0.62,0.54,0.47,0.65,0.63,0.45,0.66,0.64,0.33,0.12,0.61,0.68,0.65,0.83,0.61
libtorrent.csv,0.5,0.64,0.47,0.67,0.4,0.47,0.17,0.6,0.71,0.51,0.77,0.57,0.68,0.61,0.37
mia.csv,0.52,0.25,0.06,0.49,0.29,0.5,0.16,0.6,0.48,0.29,0.54,0.27,0.0,0.67,0.33
open-beos.csv,0.56,0.58,0.49,0.62,0.61,0.39,0.37,0.52,0.73,0.49,0.6,0.54,0.44,0.54,0.45
pidgin.csv,0.43,0.37,0.57,0.59,0.73,0.57,0.44,0.51,0.55,0.29,0.49,0.67,0.69,0.46,0.47
quantlib.csv,0.39,0.0,0.0,0.0,0.0,0.35,0.09,0.13,0.0,0.0,0.56,0.13,0.0,0.0,0.67
riff-evolve.csv,0.43,0.58,0.61,0.48,0.63,0.64,0.73,0.63,0.36,0.29,0.51,0.67,0.64,0.52,0.2
tokratan.csv,0.58,0.68,0.17,0.56,0.46,0.53,0.63,0.05,0.65,0.49,0.67,0.68,0.23,0.81,0.05
upp-mirror.csv,0.27,0.56,0.64,0.44,0.53,0.33,0.51,0.61,0.38,0.12,0.53,0.38,0.48,0.5,0.65
wxcrp.csv,0.61,0.24,0.47,0.17,0.64,0.54,0.49,0.05,0.62,0.78,0.6,0.0,0.52,0.34,0.58
