,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.53,0.43,0.63,0.57,0.78,0.64,0.29,0.16,0.76,0.67,0.87,0.61,0.64,0.82,0.33
cornerstone.csv,0.06,0.3,0.59,0.06,0.76,0.69,0.22,0.12,0.54,0.56,0.31,0.26,0.72,0.73,0.0
esmf.csv,0.44,0.47,0.16,0.57,0.66,0.58,0.24,0.2,0.54,0.27,0.73,0.62,0.23,0.63,0.19
frogatto.csv,0.57,0.43,0.71,0.57,0.82,0.64,0.26,0.17,0.81,0.54,0.92,0.66,0.7,0.84,0.39
gretl.csv,0.42,0.38,0.72,0.57,0.76,0.63,0.2,0.18,0.8,0.4,0.73,0.57,0.69,0.81,0.41
kindb.csv,0.49,0.34,0.71,0.57,0.71,0.6,0.24,0.2,0.44,0.18,0.73,0.66,0.65,0.87,0.38
libtorrent.csv,0.49,0.38,0.52,0.61,0.84,0.65,0.2,0.18,0.85,0.44,0.85,0.57,0.7,0.82,0.32
mia.csv,0.45,0.25,0.09,0.46,0.36,0.52,0.2,0.31,0.59,0.34,0.7,0.31,0.0,0.78,0.25
open-beos.csv,0.44,0.44,0.55,0.59,0.69,0.42,0.17,0.2,0.86,0.47,0.7,0.56,0.5,0.84,0.3
pidgin.csv,0.35,0.28,0.66,0.54,0.79,0.59,0.26,0.17,0.66,0.32,0.6,0.66,0.69,0.58,0.28
quantlib.csv,0.35,0.33,0.76,0.57,0.84,0.38,0.11,0.12,0.91,0.0,0.8,0.15,0.0,0.81,0.46
riff-evolve.csv,0.4,0.43,0.65,0.51,0.71,0.64,0.39,0.21,0.46,0.4,0.63,0.69,0.69,0.63,0.18
tokratan.csv,0.52,0.41,0.24,0.51,0.79,0.54,0.33,0.17,0.77,0.47,0.77,0.67,0.33,0.86,0.05
upp-mirror.csv,0.31,0.36,0.69,0.46,0.63,0.39,0.29,0.23,0.48,0.18,0.64,0.42,0.53,0.61,0.51
wxcrp.csv,0.55,0.33,0.53,0.55,0.8,0.57,0.21,0.17,0.72,0.65,0.75,0.64,0.55,0.45,0.34
