,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.39,0.3,0.65,0.47,0.8,0.56,0.2,0.09,0.88,0.64,0.92,0.48,0.67,0.78,0.21
cornerstone.csv,0.5,0.4,0.71,0.67,0.84,0.69,0.18,0.09,0.95,0.58,1.0,0.58,0.72,0.95,0.0
esmf.csv,0.3,0.41,0.5,0.46,0.77,0.47,0.15,0.12,0.95,0.4,0.87,0.5,0.71,0.69,0.12
frogatto.csv,0.42,0.28,0.69,0.45,0.75,0.56,0.18,0.09,0.89,0.46,0.88,0.5,0.71,0.73,0.25
gretl.csv,0.31,0.26,0.62,0.47,0.77,0.62,0.11,0.1,0.9,0.4,0.88,0.56,0.54,0.89,0.3
kindb.csv,0.34,0.25,0.61,0.47,0.86,0.49,0.14,0.11,0.95,1.0,0.88,0.58,0.63,0.93,0.27
libtorrent.csv,0.33,0.25,0.65,0.47,0.74,0.52,0.11,0.1,0.88,0.4,0.94,0.56,0.6,0.73,0.2
mia.csv,0.43,0.32,0.5,0.46,0.7,0.55,0.4,0.22,0.88,0.56,0.84,0.46,0.0,0.74,0.23
open-beos.csv,0.36,0.37,0.65,0.58,0.84,0.55,0.11,0.13,0.89,0.5,0.98,0.62,0.7,0.72,0.24
pidgin.csv,0.32,0.24,0.62,0.5,0.84,0.52,0.19,0.1,0.87,0.45,0.93,0.58,0.67,1.0,0.2
quantlib.csv,0.35,0.2,0.61,0.4,0.72,0.52,0.33,0.13,0.83,0.0,0.85,0.26,0.0,0.68,0.36
riff-evolve.csv,0.41,0.36,0.7,0.61,0.91,0.58,0.26,0.12,0.96,1.0,0.94,0.73,0.79,0.94,0.19
tokratan.csv,0.49,0.29,0.75,0.46,0.73,0.57,0.23,0.09,0.89,0.5,0.92,0.58,1.0,0.83,0.07
upp-mirror.csv,0.5,0.26,0.75,0.53,0.83,0.64,0.21,0.14,0.9,1.0,0.92,0.55,0.67,1.0,0.43
wxcrp.csv,0.51,0.2,0.57,0.39,0.76,0.5,0.12,0.09,0.91,0.53,0.86,0.48,0.6,1.0,0.22
