,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.38,0.85,1.0,0.71,1.0,0.88
fluent-nhibernate.csv,0.71,0.78,0.87,0.64,0.85,0.19
h2database.csv,0.51,0.38,0.89,0.44,0.89,0.33
jaql.csv,0.61,0.53,0.58,0.5,0.71,0.38
raven-monitoring.csv,0.72,0.76,0.42,0.71,0.71,0.93
v8.csv,0.95,0.61,0.92,0.88,0.23,0.59
