,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.27,0.26,0.0,0.7,0.5,0.29
fluent-nhibernate.csv,0.25,0.32,0.28,0.5,1.0,0.35
h2database.csv,0.24,0.28,0.57,0.6,0.96,0.33
jaql.csv,0.15,0.22,0.55,0.62,1.0,0.23
raven-monitoring.csv,0.13,0.12,0.61,0.41,0.94,0.08
v8.csv,0.04,0.18,0.38,0.33,0.99,0.12
