,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,5.0,2.0,86.0,3.0,1.0,1.0
fluent-nhibernate.csv,17.0,1.0,3.0,0.0,0.0,2.0
h2database.csv,8.0,1.0,0.0,3.0,0.0,5.0
jaql.csv,32.0,4.0,0.0,5.0,0.0,15.0
raven-monitoring.csv,34.0,16.0,0.0,2.0,0.0,47.0
v8.csv,9.0,16.0,0.0,2.0,0.0,24.0
