,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,391.0,291.5,600.5,98.5,195.0,96.5,197.5,97.5,99.0,0.0,1125.5,92.5,187.0,88.5,246.5,96.5
bullet.csv,488.5,291.5,192.0,76.5,195.0,195.5,98.5,97.5,99.0,65.5,1386.0,98.5,196.0,88.5,188.0,195.0
customwars.csv,95.5,291.5,756.5,98.5,194.0,98.5,98.5,785.0,99.0,0.0,587.0,98.5,91.5,183.0,190.0,96.5
dvd-create.csv,671.5,291.5,192.0,98.5,98.5,96.5,197.5,97.5,99.0,52.5,1486.5,187.0,196.0,97.5,285.5,293.5
gbif-indexingtoolkit.csv,292.5,392.0,94.5,98.5,98.5,194.5,382.5,178.0,99.0,0.0,1189.5,96.5,196.0,197.0,536.0,293.5
go.csv,194.0,95.5,356.0,98.5,89.5,98.5,98.5,97.5,99.0,0.0,1218.0,92.5,187.0,196.0,86.5,195.0
growl-for-windows.csv,96.5,0.0,437.5,0.0,16.5,0.0,98.5,97.5,0.0,0.0,1396.0,179.0,97.5,88.5,92.5,96.5
gss.csv,292.5,291.5,192.0,98.5,195.0,98.5,98.5,97.5,99.0,0.0,1486.5,98.5,187.0,195.0,285.5,195.0
kwave.csv,586.0,489.5,173.0,98.5,197.0,96.5,98.5,97.5,99.0,87.5,1389.0,98.5,97.5,196.0,285.5,293.5
libarchive.csv,292.5,291.5,789.5,98.5,194.0,197.5,197.5,97.5,99.0,97.5,1489.5,98.5,196.0,196.0,285.5,195.0
linux-ntfs.csv,488.5,292.0,695.0,98.5,194.0,96.5,98.5,97.5,414.5,364.0,841.0,187.0,187.0,97.5,188.0,195.0
lsb.csv,193.0,489.5,192.0,98.5,197.0,96.5,98.5,97.5,99.0,0.0,1032.0,96.5,196.0,196.0,285.5,293.5
mpgravity.csv,291.5,390.5,287.5,98.5,197.0,197.5,197.5,97.5,0.0,178.0,1580.0,98.5,196.0,197.0,285.5,293.5
qcad2.csv,96.5,95.5,300.0,98.5,89.5,265.5,98.5,87.5,99.0,161.0,1200.0,98.5,97.5,196.0,92.5,195.0
qtwin.csv,126.0,0.0,54.5,0.0,0.0,79.5,137.0,96.5,99.0,157.0,1159.5,92.5,91.5,80.5,55.5,0.0
xinity.csv,586.0,489.5,237.5,98.5,197.0,95.5,195.5,97.5,99.0,77.5,1199.5,98.5,196.0,197.0,547.0,293.5
