,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.54,0.35,0.58,0.48,0.38,0.52,0.59,0.44,0.51
azureus.csv,0.44,0.38,0.44,0.35,0.27,0.49,0.36,0.39,0.4
columba.csv,0.39,0.33,0.4,0.39,0.28,0.35,0.45,0.42,0.47
continuum-ide.csv,0.76,0.9,0.83,0.83,0.42,0.97,0.93,0.83,0.83
emulemorph.csv,0.0,0.0,0.67,0.64,0.8,0.67,0.91,0.0,0.8
factor.csv,0.5,0.8,0.67,0.94,0.0,0.95,0.49,0.53,0.67
pcgen.csv,0.44,0.38,0.44,0.4,0.34,0.59,0.36,0.41,0.38
stemkit.csv,0.81,0.68,0.64,0.56,0.83,0.75,0.67,0.8,0.97
utgb.csv,0.47,0.55,0.79,0.7,0.0,0.68,0.87,0.74,0.58
