,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.23,0.84,0.28,0.55,0.44,0.42,0.43,0.78,0.43
azureus.csv,0.7,1.0,0.2,0.71,0.79,0.2,0.75,0.87,0.94
columba.csv,0.32,0.55,0.3,0.44,0.56,0.56,0.39,0.57,0.24
continuum-ide.csv,0.34,0.13,0.25,0.34,0.26,0.16,0.18,0.22,0.18
emulemorph.csv,0.0,0.0,0.01,0.28,0.08,0.01,0.12,0.0,0.01
factor.csv,0.03,0.1,0.01,0.15,0.0,0.07,0.49,0.17,0.01
pcgen.csv,0.99,1.0,0.22,0.97,0.85,0.25,1.0,0.96,1.0
stemkit.csv,0.23,0.42,0.09,0.38,0.05,0.32,0.26,0.0,0.11
utgb.csv,0.46,0.23,0.28,0.24,0.03,0.39,0.18,0.35,0.38
