,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.79,0.83,0.4,0.5,0.71,0.61,0.5,0.61,0.54
azureus.csv,0.83,0.94,0.69,0.83,1.0,0.77,0.83,0.95,0.89
columba.csv,0.54,0.66,0.65,0.83,0.82,0.89,0.5,0.85,0.6
continuum-ide.csv,0.42,0.17,0.18,0.17,0.82,0.16,0.17,0.02,0.26
emulemorph.csv,0.0,0.03,0.04,0.67,0.12,0.02,0.33,0.0,0.02
factor.csv,0.0,0.06,0.04,0.17,0.06,0.16,0.33,0.88,0.01
pcgen.csv,0.96,0.97,0.75,0.83,0.82,0.55,1.0,1.0,0.94
stemkit.csv,0.33,0.34,0.38,0.83,0.24,0.27,0.83,0.12,0.14
utgb.csv,0.62,0.69,0.27,0.33,0.0,0.34,0.33,0.27,0.53
