,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.6,0.05,0.75,0.59,0.69,0.63,0.41,0.8
emite.csv,0.74,0.67,0.61,0.59,0.75,0.65,0.76,0.03
irrlicht.csv,0.71,0.73,0.7,0.44,0.04,0.92,0.93,0.9
migen.csv,0.07,0.71,0.61,0.5,0.72,0.65,0.73,0.85
motu.csv,0.8,0.88,0.96,0.15,0.94,0.92,1.0,1.0
openxava.csv,0.7,0.81,0.06,0.94,0.79,0.67,0.91,0.84
truevision.csv,0.7,0.71,0.88,0.7,0.58,0.08,0.54,0.75
zoolib.csv,1.0,0.95,0.94,0.93,0.95,0.97,0.13,0.91
