,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,98.5,91.5,225.5,98.5,20.5,159.0,98.5,197.0,96.5,36.5
critterding.csv,99.0,91.5,568.0,197.5,296.5,99.0,98.5,99.0,96.5,290.5
enlightenment.csv,99.0,195.0,951.5,198.0,296.5,99.0,98.5,99.0,98.5,193.0
exordium.csv,203.5,91.5,90.5,98.5,296.5,99.0,23.5,99.0,80.5,95.5
google-caja.csv,99.0,283.5,375.0,198.0,197.5,99.0,90.5,99.0,98.5,95.5
itext.csv,99.0,283.5,665.0,198.0,98.5,99.0,187.0,99.0,98.5,95.5
lockss.csv,198.0,91.5,278.5,198.0,264.5,99.0,98.5,98.5,94.5,95.5
modplug.csv,99.0,195.0,568.5,198.0,296.5,99.0,98.5,99.0,98.5,194.0
reactos-mirror.csv,99.0,97.5,951.5,198.0,435.5,99.0,98.5,92.5,98.5,193.0
yafdotnet.csv,583.0,283.5,90.5,99.0,296.5,99.0,77.5,99.0,96.5,95.5
