,recall,precision,pf,cdom,bellwether
1,0.56,0.44,0.385,7.0,sblim.csv
10,0.765,0.36000000000000004,0.29500000000000004,1.0,atunes.csv
13,0.735,0.45,0.405,9.0,les-indemodables.csv
27,0.585,0.31,0.265,5.0,exordium.csv
34,0.72,0.44,0.33,16.0,jstock.csv
52,0.59,0.46,0.39,17.0,olex2.csv
24,0.8200000000000001,0.595,0.495,1.0,magicwars.csv
25,0.595,0.5,0.405,3.0,turbotrader-bos.csv
26,0.74,0.675,0.61,0.0,xmemcached.csv
