,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.47,0.67,0.88,0.86,0.83,0.6,0.47,0.48,0.62,0.5,0.43,0.42,0.48,0.39,0.88,0.35,0.83,0.66,0.8
all-plasm.csv,0.84,0.94,0.88,0.89,0.8,0.83,0.95,0.59,0.97,0.69,0.56,0.98,0.53,0.72,0.46,0.91,0.71,0.95,0.75
awemud.csv,0.39,0.52,0.57,0.62,0.46,0.93,0.46,0.46,1.0,0.34,0.42,0.82,0.65,0.48,0.52,0.42,0.41,0.76,0.5
buddata-ebxml-registry.csv,0.39,0.4,0.4,0.53,0.39,0.37,0.44,0.34,0.51,0.37,0.3,0.44,0.35,0.29,0.33,0.4,0.35,0.49,0.31
bullet.csv,0.32,0.43,0.4,0.57,0.46,0.35,0.53,0.71,1.0,0.35,0.39,0.48,0.37,0.4,0.35,0.86,0.89,0.46,0.35
dvd-create.csv,0.44,0.41,0.47,0.64,0.39,0.42,0.43,0.37,0.49,0.35,0.34,0.55,0.35,0.31,0.41,0.36,0.33,0.5,0.37
gbif-indexingtoolkit.csv,0.4,0.55,0.53,0.57,0.42,0.79,0.53,0.62,0.61,0.38,0.34,0.66,0.67,0.44,0.45,0.58,0.72,0.51,0.89
go.csv,0.43,0.45,0.47,0.69,0.46,0.39,0.43,0.36,0.51,0.46,0.32,0.5,0.34,0.33,0.37,0.39,0.44,0.51,0.33
gss.csv,0.35,0.39,0.42,0.47,0.34,0.31,0.42,0.35,0.47,0.35,0.31,0.43,0.33,0.28,0.38,0.33,0.33,0.39,0.3
jmule.csv,0.39,0.5,0.64,0.68,0.49,0.58,0.45,0.34,0.47,0.56,0.37,0.5,0.4,0.35,0.41,0.39,0.38,0.6,0.48
kwave.csv,0.4,0.4,0.76,0.55,0.39,0.43,0.47,0.32,0.53,0.42,0.32,0.45,0.34,0.3,0.38,0.41,0.31,0.44,0.31
libarchive.csv,0.33,0.37,0.39,0.52,0.35,0.32,0.42,0.31,0.44,0.4,0.3,0.39,0.33,0.29,0.37,0.3,0.32,0.44,0.31
linux-ntfs.csv,0.35,0.46,0.38,0.58,0.36,0.39,0.54,0.41,0.99,0.38,0.32,0.44,0.43,0.3,0.31,0.4,0.53,0.47,0.33
lsb.csv,0.32,0.43,0.43,0.53,0.4,0.41,0.44,0.5,0.55,0.52,0.3,0.48,0.49,0.33,0.33,0.34,0.7,0.56,0.35
mp-rechnungs-und-kundenverwaltung.csv,0.58,0.94,0.45,0.83,0.5,0.36,0.48,0.48,0.57,0.0,0.32,0.45,0.46,0.32,0.67,0.36,0.79,0.6,0.41
qcad2.csv,0.54,0.55,0.92,0.68,0.74,0.46,0.5,0.47,0.74,0.76,0.33,0.63,0.39,0.35,0.38,0.38,0.59,0.53,0.4
qtwin.csv,0.88,0.0,0.0,0.0,0.0,0.83,0.86,0.56,1.0,0.0,0.8,0.98,0.96,0.7,0.83,0.53,0.93,0.0,0.88
stemkit.csv,0.94,0.71,0.75,0.69,0.92,0.67,0.86,0.92,0.93,0.68,0.33,0.5,0.95,0.68,0.65,0.81,0.87,0.9,0.0
xinity.csv,0.91,0.44,0.95,0.64,0.5,0.74,0.79,0.55,0.64,0.72,0.52,0.46,0.39,0.39,0.38,0.66,0.41,0.53,0.5
