,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.45,0.35,0.29,0.16,0.1,0.26,0.73,0.48,0.94,0.0,0.46,0.77,0.61,0.44,0.27,0.58,0.19,0.48,0.1
all-plasm.csv,0.4,0.16,0.15,0.31,0.09,0.09,0.18,0.62,0.8,0.37,0.79,0.26,0.45,0.39,0.54,0.27,0.37,0.24,0.1
awemud.csv,0.6,0.63,0.48,0.53,0.66,0.21,0.66,0.55,0.38,0.38,0.78,0.34,0.47,0.44,0.47,0.59,0.6,0.36,0.05
buddata-ebxml-registry.csv,0.42,0.0,0.44,0.67,0.0,0.21,0.63,0.3,0.57,0.38,0.13,0.63,0.17,0.17,0.21,0.0,0.95,0.61,0.0
bullet.csv,0.68,0.56,0.4,0.65,0.5,0.68,0.52,0.21,0.38,0.57,0.32,0.7,0.58,0.53,0.57,0.23,0.16,0.61,0.65
dvd-create.csv,0.56,0.62,0.46,0.12,0.81,0.67,0.53,0.63,0.81,0.17,0.5,0.46,0.53,0.57,0.67,0.57,0.71,0.66,0.69
gbif-indexingtoolkit.csv,0.66,0.55,0.52,0.09,0.53,0.26,0.63,0.65,0.52,0.44,0.48,0.61,0.37,0.47,0.53,0.52,0.29,0.54,0.05
go.csv,0.6,0.75,0.52,0.39,0.49,0.55,0.76,0.44,0.74,0.59,0.43,0.75,0.49,0.57,0.65,0.45,0.58,0.7,0.49
gss.csv,0.69,0.48,0.66,0.75,0.77,0.55,0.7,0.57,0.87,0.57,0.0,0.71,0.27,0.46,0.74,0.59,0.74,0.69,0.0
jmule.csv,0.63,0.7,0.58,0.39,0.62,0.37,0.68,0.5,0.0,0.51,0.72,0.77,0.6,0.54,0.45,0.13,0.55,0.59,0.88
kwave.csv,0.68,0.0,0.54,0.0,0.0,0.58,0.63,0.61,0.57,0.55,0.0,0.51,0.3,0.47,0.6,0.57,0.58,0.0,0.27
libarchive.csv,0.72,0.72,0.46,0.44,0.54,0.65,0.72,0.42,0.77,0.43,0.4,0.78,0.5,0.17,0.48,0.5,0.89,0.68,0.64
linux-ntfs.csv,0.62,0.53,0.46,0.72,0.7,0.63,0.48,0.56,0.2,0.59,0.38,0.71,0.57,0.47,0.59,0.63,0.47,0.59,0.58
lsb.csv,0.7,0.55,0.4,0.76,0.47,0.67,0.66,0.64,0.79,0.61,0.13,0.64,0.61,0.51,0.46,0.61,0.35,0.64,0.58
mp-rechnungs-und-kundenverwaltung.csv,0.31,0.23,0.29,0.13,0.04,0.5,0.62,0.39,0.82,0.0,0.51,0.64,0.66,0.52,0.48,0.59,0.33,0.42,0.52
qcad2.csv,0.4,0.46,0.36,0.45,0.31,0.49,0.74,0.58,0.81,0.54,0.57,0.61,0.62,0.59,0.63,0.67,0.45,0.67,0.48
qtwin.csv,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.47,0.98,0.0,0.33,0.18,0.18,0.36,0.2,0.39,0.22,0.0,0.34
stemkit.csv,0.12,0.38,0.22,0.65,0.14,0.38,0.02,0.41,0.7,0.81,0.47,0.64,0.16,0.38,0.57,0.31,0.34,0.37,0.05
xinity.csv,0.36,0.09,0.48,0.0,0.35,0.45,0.37,0.39,0.18,0.36,0.6,0.2,0.47,0.72,0.2,0.42,0.56,0.22,0.6
