,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.53,0.51,0.58,0.61,0.88
bdbbasic.csv,0.5,0.47,0.5,0.63,0.47
empyrean.csv,0.51,0.49,0.51,0.47,0.63
gnome-jabber.csv,0.47,0.42,0.44,0.4,0.52
nutz.csv,0.63,0.83,0.68,0.88,0.54
