,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.61,0.02,0.33,0.39,0.4
bdbbasic.csv,0.5,0.17,0.28,0.0,0.2
empyrean.csv,0.0,0.82,0.37,0.69,0.4
gnome-jabber.csv,0.87,0.82,0.92,0.84,0.4
nutz.csv,0.29,0.15,0.0,0.04,1.0
