,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.72,0.97,0.46,0.48,0.28
bdbbasic.csv,0.52,0.56,0.52,1.0,0.55
empyrean.csv,0.99,0.53,0.48,0.44,0.42
gnome-jabber.csv,0.72,0.6,0.36,0.44,0.99
nutz.csv,0.33,0.37,1.0,0.44,0.89
