,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.69,0.98,0.38,0.39,0.88
bdbbasic.csv,0.62,0.71,0.45,1.0,0.97
empyrean.csv,1.0,0.42,0.38,0.31,0.93
gnome-jabber.csv,0.63,0.47,0.23,0.29,0.98
nutz.csv,0.59,0.61,1.0,0.75,0.94
