,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.75,0.96,0.58,0.63,0.16
bdbbasic.csv,0.45,0.46,0.63,1.0,0.38
empyrean.csv,0.99,0.69,0.65,0.79,0.27
gnome-jabber.csv,0.83,0.83,0.8,0.89,1.0
nutz.csv,0.23,0.27,1.0,0.32,0.85
