,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,9.0,42.0,1.0,0.0,10.0,0.0,1.0,135.0,0.0,0.0,168.0,0.0,0.0,0.0,37.0,1.0
bdbbasic.csv,1.0,13.0,1.0,0.0,0.0,1.0,99.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0
crux-framework.csv,0.0,0.0,6.0,0.0,82.0,12.0,0.0,0.0,2.0,0.0,9.0,95.0,0.0,2.0,0.0,0.0
echongl.csv,0.0,18.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,56.0,5.0
etherboot.csv,105.0,155.0,411.0,70.0,1.0,116.0,99.0,0.0,67.0,136.0,168.0,1.0,153.0,342.0,8.0,1.0
freebios.csv,0.0,7.0,131.0,1.0,0.0,5.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,4.0,39.0,2.0
gebr.csv,0.0,45.0,1.0,1.0,0.0,5.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,4.0,68.0,1.0
gnukeda.csv,0.0,30.0,10.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,8.0,0.0,0.0,75.0,1.0
google-gears.csv,0.0,14.0,1.0,1.0,0.0,5.0,1.0,0.0,9.0,0.0,3.0,2.0,0.0,4.0,68.0,1.0
gstreamer.csv,0.0,43.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,62.0,1.0
jnode.csv,105.0,155.0,0.0,70.0,82.0,116.0,99.0,135.0,67.0,136.0,168.0,0.0,153.0,342.0,111.0,57.0
metacosm.csv,0.0,1.0,411.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,111.0,0.0
openmeetings.csv,1.0,1.0,411.0,1.0,1.0,116.0,99.0,0.0,0.0,0.0,2.0,95.0,0.0,0.0,111.0,2.0
pgui.csv,0.0,12.0,411.0,0.0,0.0,9.0,99.0,0.0,4.0,136.0,0.0,2.0,0.0,342.0,68.0,1.0
tradelink.csv,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,111.0,2.0
wxcrp.csv,0.0,44.0,96.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,37.0,1.0
