,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.83,0.8,0.51,0.88,1.09,0.75,0.61,0.8,0.64,0.83,0.84,0.73,0.39,1.01,0.55,0.28,0.83
cubefs.csv,0.79,0.89,0.85,0.95,0.92,0.68,0.93,0.56,0.67,0.7,0.47,0.62,1.0,0.67,0.99,0.69,0.88
gwanted.csv,0.53,0.54,0.55,0.43,0.38,0.75,0.7,0.66,0.64,0.37,0.79,0.89,1.08,0.97,0.66,0.99,0.73
iaml.csv,0.93,0.77,0.62,0.71,0.37,0.9,0.74,0.8,0.45,0.68,0.9,0.97,1.09,0.73,0.72,0.92,0.77
java-gnome.csv,0.17,0.86,0.88,0.89,0.89,0.75,1.01,0.69,0.76,0.67,0.74,0.27,0.17,0.93,0.78,0.77,0.62
mecat.csv,0.47,0.82,0.64,0.76,0.41,0.99,1.0,0.89,0.99,0.72,1.0,0.95,1.02,1.0,0.13,1.0,0.79
mvdsv.csv,0.42,0.96,0.98,0.75,0.03,0.98,0.83,0.88,0.94,0.92,0.91,0.78,1.0,1.0,0.41,0.98,0.89
openwbem.csv,0.62,0.5,0.56,0.66,0.51,0.68,0.79,0.84,0.74,0.49,0.68,0.78,0.44,0.45,0.78,0.83,0.49
orc.csv,0.95,0.58,0.47,0.23,1.0,0.97,0.71,0.75,0.86,0.64,0.92,0.96,1.03,1.0,0.63,0.88,0.73
plato.csv,0.89,1.0,1.0,0.98,1.0,0.89,0.29,0.88,0.71,0.63,0.78,0.73,1.0,1.0,0.78,0.89,1.0
rodin-b-sharp.csv,0.47,1.0,1.19,0.57,0.71,0.88,0.74,0.22,0.87,0.83,0.89,0.46,1.14,1.0,0.98,0.85,0.94
ta3d.csv,0.43,0.87,0.93,0.88,1.0,0.83,0.96,0.92,0.73,0.7,0.94,0.64,1.0,1.0,1.01,0.92,0.59
tycho.csv,0.54,0.66,0.61,0.57,0.7,0.67,0.61,0.86,0.68,0.51,0.86,0.61,0.37,0.36,0.52,0.72,0.65
umber.csv,0.2,0.57,1.03,0.99,0.83,0.88,1.0,0.95,0.84,0.93,0.94,0.94,1.33,0.83,0.98,0.97,0.84
vienna-add-in.csv,0.56,0.72,1.14,0.9,1.03,0.46,0.73,0.89,0.8,0.76,0.61,0.9,0.47,0.63,0.89,0.74,0.89
wpdev.csv,0.98,0.99,0.0,0.98,0.92,0.98,1.0,1.0,0.94,0.94,1.0,1.0,0.8,0.96,0.92,0.9,1.0
