,f1,g,recall,precision,pf,wins
codesmith.csv,0.52,0.49,0.61,0.52,0.6,13
cubefs.csv,0.31,0.36,0.33,0.6,0.27,8
gwanted.csv,0.43,0.46,0.42,0.48,0.3,11
iaml.csv,0.31,0.31,0.27,0.5,0.27,4
java-gnome.csv,0.28,0.36,0.33,0.49,0.2,6
mecat.csv,0.18,0.13,0.11,0.33,0.02,1
mvdsv.csv,0.16,0.13,0.11,0.7,0.05,3
openwbem.csv,0.48,0.63,0.63,0.56,0.44,14
orc.csv,0.27,0.33,0.29,0.37,0.24,2
plato.csv,0.53,0.35,0.94,0.56,0.88,12
rodin-b-sharp.csv,0.25,0.42,0.43,0.59,0.44,5
ta3d.csv,0.14,0.15,0.12,0.42,0.12,0
tycho.csv,0.5,0.52,0.54,0.65,0.34,15
umber.csv,0.63,0.24,0.84,0.57,0.9,10
vienna-add-in.csv,0.43,0.43,0.54,0.51,0.56,9
wpdev.csv,0.67,0.09,1.0,0.55,0.98,7
