,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.92,0.05,0.73,0.68,0.93,0.82,0.85
ivatamasks.csv,0.87,0.99,0.73,0.02,0.73,0.76,0.81
ivataopenportal.csv,0.85,0.6,0.91,0.55,0.04,0.86,0.86
kolmafia.csv,0.78,0.91,0.72,0.61,0.65,0.0,0.63
mb-unit.csv,0.7,0.6,0.05,0.91,0.86,0.84,0.53
nova.csv,0.08,0.68,0.66,0.75,0.64,0.56,0.68
olex2.csv,0.85,0.73,0.62,0.46,0.61,0.58,0.04
