,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.1,0.96,0.33,0.37,0.09,0.35,0.2
ivatamasks.csv,0.33,0.29,0.49,0.98,0.52,0.53,0.37
ivataopenportal.csv,0.46,0.57,0.32,0.66,0.96,0.44,0.44
kolmafia.csv,0.27,0.12,0.34,0.46,0.46,1.0,0.5
mb-unit.csv,0.36,0.63,0.98,0.33,0.44,0.48,0.62
nova.csv,0.93,0.6,0.49,0.59,0.59,0.61,0.61
olex2.csv,0.18,0.33,0.45,0.68,0.46,0.54,0.97
