,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.0,0.9,0.68,0.67,0.93,0.61,0.95
ivatamasks.csv,0.7,0.69,0.71,0.44,0.59,0.51,0.75
ivataopenportal.csv,0.45,0.61,0.43,0.53,0.57,0.36,0.36
kolmafia.csv,0.75,0.86,0.58,0.52,0.59,0.43,0.45
mb-unit.csv,0.86,0.55,0.45,0.42,0.42,0.37,0.38
nova.csv,0.67,0.57,0.53,0.43,0.5,0.51,0.41
olex2.csv,0.75,0.85,0.6,0.51,0.65,0.53,0.51
