,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,96.5,97.5,2414.5,98.5,97.5,183.0,1321.5,573.0,99.0,482.0,98.5
ivef-sdk.csv,97.5,97.5,55.5,98.5,98.5,185.0,1096.5,284.5,99.0,0.0,211.5
jaolt.csv,97.5,97.5,291.5,98.5,98.5,180.0,537.5,91.5,99.0,287.5,95.5
jmule.csv,97.5,94.5,251.0,95.5,98.5,464.5,513.0,283.5,99.0,555.0,95.5
jstock.csv,97.5,97.5,187.5,97.5,97.5,369.0,526.0,190.0,98.5,191.0,98.5
lphant.csv,97.5,97.5,610.5,98.5,98.5,186.0,442.5,284.5,99.0,190.0,95.5
novembre.csv,97.5,97.5,138.0,95.5,97.5,366.0,314.0,88.5,99.0,117.0,92.5
oorexx.csv,97.5,97.5,452.5,152.0,98.5,198.5,345.0,190.0,99.0,280.5,92.5
pi-qmc.csv,196.0,97.5,1997.0,98.5,98.5,562.0,674.0,91.5,99.0,192.5,98.5
qedo.csv,195.0,97.5,125.0,98.5,98.5,309.5,1239.0,447.0,98.5,184.0,98.5
yaprm.csv,97.5,97.5,44.5,98.5,98.5,30.5,776.5,187.0,99.0,290.0,92.5
