,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.91,0.85,0.37,0.03,0.71,0.86,0.75,0.59,0.58,0.63,0.61,0.55,0.62,0.51,0.79,0.47,0.59,0.6,0.8,0.63
bibletime.csv,0.62,0.72,0.59,0.64,0.72,0.65,0.84,0.65,0.78,0.63,0.72,0.41,0.64,0.82,0.8,0.02,0.55,0.7,0.82,0.94
critterding.csv,0.79,0.12,0.66,0.65,0.74,0.71,0.65,0.65,0.51,0.7,0.72,0.62,0.6,0.81,0.87,0.62,0.71,0.68,0.53,0.72
etics.csv,0.95,0.62,0.0,0.74,0.86,0.74,0.75,0.83,0.53,0.82,0.46,0.8,0.56,0.86,0.62,0.68,0.81,0.77,0.81,0.77
fmri-dmt.csv,0.93,0.94,1.0,0.97,0.92,1.0,1.0,0.94,0.97,1.0,0.92,0.93,1.0,1.0,0.17,0.97,1.0,1.0,0.8,0.98
genecys.csv,0.88,1.0,0.92,0.8,0.97,0.97,0.72,0.96,0.02,0.82,0.77,0.72,0.98,1.0,0.84,1.0,0.81,0.82,0.84,0.88
genoviz.csv,0.76,0.82,0.47,0.79,0.81,0.75,0.95,0.8,0.7,0.58,0.58,0.69,0.62,0.86,1.0,0.72,0.81,0.78,0.0,0.71
kftpgrabber.csv,0.75,0.68,0.62,0.78,0.77,0.49,0.67,0.7,0.59,0.49,0.62,0.61,0.0,0.82,0.56,0.67,0.61,0.6,0.31,0.62
kvs.csv,0.68,0.64,0.51,0.8,0.77,0.96,0.01,0.77,0.64,0.63,0.51,0.58,0.65,0.85,0.93,0.77,0.79,0.72,0.42,0.63
mcore3d.csv,0.69,0.7,0.6,0.71,0.02,0.66,0.69,0.59,0.6,0.67,0.65,0.75,0.57,0.6,0.78,0.62,0.63,0.55,0.89,0.62
miranda.csv,0.55,0.73,0.67,0.62,0.64,0.59,0.79,0.59,0.39,0.68,0.52,0.72,0.61,0.57,0.66,0.46,0.57,0.63,0.72,0.02
modplug.csv,0.72,0.72,1.0,0.79,0.69,0.69,0.82,0.73,0.68,0.79,0.86,0.04,0.82,0.62,0.9,0.88,0.8,0.63,0.82,0.81
monetdb.csv,0.73,0.68,0.69,0.75,0.73,0.62,0.76,0.67,0.58,0.04,0.58,0.58,0.44,0.59,0.72,0.83,0.63,0.64,0.41,0.69
netatalk.csv,0.69,0.59,0.48,0.57,0.64,0.67,0.72,0.62,0.64,0.55,0.43,0.64,0.54,0.07,0.8,0.48,0.62,0.54,0.61,0.51
ogrehg.csv,0.69,0.73,0.54,0.65,0.57,0.75,0.55,0.07,0.59,0.77,0.83,0.83,0.67,0.62,0.85,0.76,0.84,0.7,0.71,0.63
passwordsafe.csv,0.76,0.66,0.51,0.57,0.59,0.59,0.52,0.64,0.57,0.58,0.47,0.51,0.5,0.52,0.78,0.44,0.04,0.49,0.38,0.7
projecteqemu.csv,0.76,0.67,0.7,0.72,0.74,0.63,0.95,0.66,0.61,0.66,0.06,0.69,0.49,0.51,0.73,0.61,0.69,0.7,0.57,0.63
reactos-mirror.csv,0.1,0.67,0.81,0.68,0.73,0.76,0.58,0.65,0.73,0.55,0.71,0.47,0.69,1.0,0.77,0.63,0.61,0.65,0.69,0.78
xbplayer.csv,0.73,0.64,0.81,0.72,0.79,0.07,0.79,0.71,0.73,0.8,0.66,0.72,0.58,0.87,0.84,0.83,0.81,0.68,0.72,0.66
xmoto.csv,0.72,0.68,0.61,0.67,0.7,0.68,0.65,0.6,0.55,0.49,0.61,0.51,0.59,0.67,0.91,0.73,0.59,0.11,0.63,0.61
