,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.0,0.0,0.39,0.47,0.23,0.66,0.52,0.72,0.52,0.23,0.66,0.0,0.05,0.63
avifile.csv,0.81,0.55,0.35,0.2,0.43,0.18,0.48,0.39,0.1,0.24,0.36,0.5,0.61,0.13
delphilhlplib.csv,0.23,0.31,0.29,0.68,0.82,0.67,0.45,0.28,0.71,0.05,0.17,0.0,0.13,0.51
fluidium.csv,0.0,0.31,0.06,0.33,0.1,0.56,0.58,0.0,0.05,0.02,0.04,0.09,0.26,0.0
gnome-jabber.csv,0.0,0.53,0.64,0.47,0.46,0.63,0.6,0.47,0.69,0.54,0.56,0.66,0.54,0.7
ipfilter.csv,0.64,0.43,0.0,0.35,0.0,0.11,0.47,0.31,0.35,0.53,0.17,0.0,0.96,0.58
jparsec.csv,0.47,0.0,0.57,0.0,0.0,0.58,0.13,0.43,0.3,0.7,0.0,0.0,0.0,0.33
loki-lib.csv,0.43,0.39,0.64,0.66,0.7,0.18,0.17,0.3,0.84,0.4,0.65,0.0,0.31,0.52
mumble.csv,0.0,0.0,0.68,0.0,0.37,0.53,0.0,0.52,0.84,0.57,0.45,0.0,0.34,0.0
opengs.csv,0.43,0.47,0.6,0.6,0.42,0.75,0.5,0.48,0.74,0.56,0.32,0.37,0.44,0.5
owfs.csv,0.58,0.48,0.54,0.31,0.0,0.13,0.54,0.62,0.64,0.33,0.37,0.5,0.5,0.67
rectracker.csv,0.2,0.43,0.87,0.33,0.0,0.05,0.61,0.62,0.67,0.0,0.32,0.0,0.2,0.13
rockbox.csv,0.23,0.49,0.56,0.2,0.27,0.29,0.37,0.64,0.64,0.47,0.49,0.38,0.55,0.75
zealos.csv,0.24,0.0,0.41,0.73,0.02,0.0,0.0,0.0,0.0,0.21,0.17,0.02,0.0,0.0
