,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.08,0.0,0.0,0.1,0.04
irrlicht.csv,1.0,0.55,1.0,1.0,1.0,1.0
qedo.csv,0.33,0.31,0.06,0.18,0.21,0.02
qse.csv,0.33,0.33,0.15,0.28,0.33,0.53
toped.csv,0.11,0.76,0.72,0.38,0.5,0.87
truevision.csv,0.44,0.43,0.0,0.24,0.77,0.42
