,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.88,0.96,0.75,0.75,0.96,0.86
irrlicht.csv,0.32,0.47,0.43,0.38,0.46,0.32
qedo.csv,0.88,0.98,0.67,0.94,0.81,0.0
qse.csv,0.33,0.59,0.47,0.44,0.99,0.44
toped.csv,0.4,0.6,0.54,0.92,0.87,0.36
truevision.csv,0.37,0.5,0.75,0.44,0.53,0.55
