,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.49,0.31,0.17,0.0,0.39,0.21,0.15,0.53,0.29,0.36,0.36,0.73,0.58,0.0
boost-sandbox.csv,0.55,0.0,0.0,0.0,0.0,0.03,0.32,0.62,0.48,0.39,0.48,0.48,0.55,1.0
customwars.csv,0.1,0.11,0.18,0.52,0.06,0.08,0.0,0.0,0.19,0.15,0.25,0.05,0.11,0.0
dvd-create.csv,0.67,0.44,0.29,0.79,0.0,0.69,0.54,0.85,0.71,0.55,0.66,0.46,0.75,0.0
frogatto.csv,0.84,0.22,0.2,0.73,0.17,0.56,0.68,0.48,0.48,0.0,0.64,0.33,0.39,0.67
glelite.csv,0.99,0.93,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
go.csv,0.61,0.0,0.64,0.4,0.5,0.51,0.07,0.71,0.68,0.52,0.64,0.69,0.49,0.67
irplus.csv,0.3,0.18,0.01,0.17,0.0,0.05,0.07,0.13,0.16,0.12,0.0,0.08,0.11,0.0
lsb.csv,0.52,0.53,0.0,0.6,0.33,0.59,0.0,0.91,0.58,0.39,0.75,0.34,0.54,0.0
moving-pictures.csv,0.55,0.11,0.01,0.25,0.06,0.28,0.98,0.6,0.0,0.7,0.39,0.51,0.3,0.0
mpgravity.csv,0.44,0.33,0.26,0.62,0.44,0.56,0.0,0.22,0.48,0.24,0.36,0.58,0.17,0.33
plearn.csv,0.01,0.69,0.46,0.62,0.61,0.54,0.61,0.21,0.35,0.36,0.3,0.3,0.46,0.0
rebecca-aiml.csv,0.18,0.67,0.47,0.81,0.5,0.33,0.02,0.17,0.35,0.27,0.32,0.0,0.39,0.33
wxcode.csv,0.03,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
