,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.26,0.7,0.39,1.0,0.77,0.77,0.0,0.14,0.5,0.64,0.38,0.24,0.08,1.0
boost-sandbox.csv,0.36,1.0,0.0,1.0,0.0,0.99,0.28,0.16,0.5,0.5,0.4,0.3,0.11,0.97
customwars.csv,0.29,0.74,0.48,0.53,0.92,0.62,1.0,1.0,0.45,0.64,0.27,0.7,0.0,1.0
dvd-create.csv,0.31,0.77,0.35,0.54,1.0,0.72,0.27,0.14,0.49,0.62,0.38,0.35,0.07,1.0
frogatto.csv,0.29,0.82,0.49,0.51,0.93,0.75,0.18,0.21,0.52,1.0,0.39,0.42,0.17,0.98
glelite.csv,0.29,0.65,0.25,0.55,0.8,0.74,0.23,0.15,0.47,0.52,0.36,0.29,0.08,1.0
go.csv,0.35,1.0,0.13,0.59,0.85,0.78,0.25,0.16,0.48,0.61,0.38,0.17,0.05,0.98
irplus.csv,0.4,0.69,0.75,0.47,1.0,0.75,0.5,0.14,0.55,0.76,1.0,0.52,0.27,1.0
lsb.csv,0.33,0.66,1.0,0.55,0.85,0.71,0.0,0.16,0.49,0.63,0.35,0.47,0.11,1.0
moving-pictures.csv,0.32,0.83,0.88,0.43,0.94,0.78,0.23,0.19,1.0,0.53,0.48,0.22,0.21,1.0
mpgravity.csv,0.33,0.62,0.39,0.55,0.74,0.7,1.0,0.19,0.46,0.38,0.45,0.31,0.35,0.98
plearn.csv,0.98,0.47,0.29,0.55,0.69,0.71,0.14,0.2,0.35,0.5,0.35,0.39,0.15,1.0
rebecca-aiml.csv,0.38,0.66,0.26,0.52,0.82,0.75,0.5,0.27,0.5,0.68,0.33,1.0,0.14,0.96
wxcode.csv,0.69,0.0,1.0,0.38,0.0,0.4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
