,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.75,0.67,0.69,0.04,0.79,0.78,1.01,0.75,0.74,0.55,0.7,0.86,0.72,0.41
boost-sandbox.csv,0.6,0.97,1.0,0.98,1.0,0.03,0.66,0.71,0.67,0.75,0.65,0.68,0.62,1.09
customwars.csv,0.9,0.83,0.54,0.71,0.84,0.96,0.67,0.12,0.84,0.77,0.88,0.71,1.01,0.87
dvd-create.csv,0.72,0.47,0.59,0.81,0.01,0.78,0.63,0.88,0.75,0.57,0.72,0.6,0.86,0.31
frogatto.csv,0.85,0.48,0.47,0.79,0.46,0.69,0.85,0.57,0.65,0.0,0.7,0.54,0.42,0.77
glelite.csv,0.99,0.93,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
go.csv,0.64,0.03,0.96,0.64,0.59,0.62,0.92,0.74,0.75,0.57,0.71,0.95,0.86,0.78
irplus.csv,0.59,0.79,0.93,0.89,0.78,0.95,0.75,0.89,0.8,0.65,0.04,0.8,0.58,0.81
lsb.csv,0.63,0.67,0.02,0.69,0.62,0.76,1.0,0.91,0.7,0.55,0.8,0.43,0.61,0.58
moving-pictures.csv,0.65,0.69,0.84,0.87,0.77,0.71,0.98,0.64,0.07,0.75,0.53,0.82,0.33,0.46
mpgravity.csv,0.63,0.77,0.57,0.71,0.82,0.77,0.0,0.74,0.72,0.89,0.6,0.68,0.17,0.77
plearn.csv,0.05,0.94,0.62,0.71,0.9,0.75,0.9,0.74,0.86,0.76,0.78,0.6,0.48,0.62
rebecca-aiml.csv,0.75,0.72,0.69,0.84,0.66,0.72,0.92,0.67,0.7,0.55,0.79,0.06,0.49,0.92
wxcode.csv,0.85,1.0,0.98,0.95,1.0,0.98,1.0,1.0,1.0,0.94,1.0,0.98,0.0,1.0
