,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,0.59,0.63,0.49,0.74,0.46,0.68,1.0,0.83,0.76,0.54
clamav.csv,0.64,0.6,0.58,0.71,0.56,0.94,0.75,0.28,0.92,0.63
dvd-create.csv,0.69,0.77,0.63,0.65,0.25,0.7,1.0,0.64,0.82,0.66
gbif-indexingtoolkit.csv,0.66,0.61,0.83,0.8,0.88,0.46,1.0,0.81,0.71,0.51
go.csv,0.79,0.84,0.32,0.54,0.58,0.81,1.0,0.63,0.65,0.46
kwave.csv,0.61,1.0,1.0,0.54,1.0,0.77,1.0,1.0,0.66,1.0
libarchive.csv,0.65,0.82,0.7,0.71,0.62,0.96,0.75,0.54,0.84,0.46
liferea.csv,0.59,0.39,0.6,0.74,0.75,0.8,0.65,0.76,0.66,0.55
linux-ntfs.csv,0.54,0.68,0.52,0.76,0.46,0.65,0.92,0.54,0.65,0.53
mpgravity.csv,0.87,0.98,0.44,0.85,0.9,0.94,0.4,0.89,0.97,0.94
