,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.0,1.0,1.0,2.0,0.0,2.0,10.0,4.0,696.0,52.0,5.0,1.0,0.0,6.0,0.0,3.0
bullet.csv,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1227.0,2.0,8.0,1.0,0.0,0.0,5.0,4.0
customwars.csv,0.0,1.0,0.0,4.0,1.0,5.0,0.0,3.0,32.0,52.0,0.0,1.0,1.0,1.0,0.0,0.0
dvd-create.csv,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1684.0,3.0,10.0,1.0,0.0,0.0,2.0,4.0
gbif-indexingtoolkit.csv,0.0,0.0,5.0,2.0,0.0,0.0,7.0,0.0,190.0,52.0,11.0,0.0,1.0,0.0,0.0,0.0
go.csv,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1488.0,6.0,1.0,0.0,0.0,2.0,0.0,7.0
growl-for-windows.csv,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1466.0,52.0,1.0,1.0,0.0,2.0,0.0,1.0
gss.csv,2.0,4.0,0.0,1.0,2.0,2.0,11.0,7.0,1610.0,1.0,14.0,0.0,0.0,0.0,1.0,6.0
kwave.csv,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,637.0,7.0,1.0,0.0,2.0,2.0,1.0,2.0
libarchive.csv,0.0,0.0,6.0,1.0,0.0,0.0,1.0,4.0,348.0,52.0,12.0,0.0,0.0,8.0,0.0,0.0
linux-ntfs.csv,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,186.0,52.0,2.0,1.0,0.0,0.0,0.0,2.0
lsb.csv,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,635.0,52.0,1.0,1.0,0.0,0.0,0.0,1.0
mpgravity.csv,1.0,2.0,14.0,49.0,0.0,2.0,7.0,0.0,1376.0,0.0,0.0,2.0,5.0,4.0,0.0,3.0
qcad2.csv,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,351.0,7.0,1.0,1.0,0.0,0.0,0.0,6.0
qtwin.csv,107.0,123.0,71.0,181.0,91.0,87.0,144.0,60.0,0.0,52.0,111.0,66.0,49.0,54.0,0.0,116.0
xinity.csv,0.0,1.0,0.0,181.0,0.0,1.0,6.0,2.0,418.0,52.0,9.0,0.0,1.0,0.0,0.0,1.0
