,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.38,0.58,0.33,0.53,0.31,0.59,0.98,0.5,0.57,0.17,0.53,0.43,0.38,0.0,0.53,0.65,0.29,0.36,0.53,0.47
extprosys.csv,0.61,0.45,0.98,0.47,0.3,0.66,0.52,0.35,0.55,0.0,0.51,0.0,0.44,0.37,0.43,0.47,0.0,0.53,0.4,0.43
freewrl.csv,0.64,0.36,0.58,0.53,0.57,0.42,0.46,0.47,0.55,0.97,0.56,0.61,0.48,0.34,0.64,0.6,0.26,0.34,0.5,0.63
glas.csv,0.83,0.36,0.44,0.48,0.42,0.49,0.5,0.6,0.58,0.41,0.38,0.44,0.42,0.36,0.96,0.72,0.42,0.59,0.45,0.34
ibatisdb.csv,0.0,0.32,0.16,0.46,0.43,0.42,0.04,0.34,0.28,0.25,0.35,0.0,0.23,0.37,0.46,0.98,0.22,0.39,0.54,0.36
japano.csv,0.75,0.0,0.27,0.54,0.71,0.95,0.61,0.57,0.27,0.64,0.5,0.0,0.0,0.5,0.0,0.13,0.5,0.4,0.62,0.34
lockss.csv,0.0,0.0,0.05,0.09,0.12,0.02,0.0,1.0,0.06,0.18,0.0,0.0,0.01,0.0,0.0,0.04,0.27,0.0,0.04,0.0
officefloor.csv,0.91,0.17,0.13,0.25,0.31,0.54,0.21,0.21,0.89,0.43,0.17,0.49,0.22,0.62,0.22,0.41,0.0,0.5,0.27,0.6
opennms.csv,0.0,0.26,0.0,0.88,0.46,0.11,0.18,0.21,0.28,0.56,0.32,0.15,0.04,0.0,0.0,0.2,0.4,0.23,0.11,0.13
papertoolkit.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
primefaces.csv,0.72,0.59,0.13,0.48,0.46,0.32,0.45,0.6,0.41,0.49,0.57,0.93,0.24,0.78,0.58,0.42,0.27,1.0,0.54,0.48
rohxel.csv,0.54,0.45,0.57,0.49,0.98,0.66,0.43,0.39,0.64,0.63,0.5,0.83,0.49,0.7,0.42,0.49,0.44,0.26,0.62,0.35
roller.csv,0.86,0.56,0.54,0.45,0.5,0.49,0.48,0.61,0.68,0.37,0.99,0.5,0.61,0.67,0.35,0.35,0.36,0.26,0.35,0.3
sevenupdate.csv,0.6,1.0,0.09,0.5,0.38,0.0,0.28,0.52,0.45,0.59,0.5,0.0,0.59,0.0,0.0,0.48,0.19,0.49,0.43,0.57
soar.csv,0.82,0.43,0.53,0.47,0.56,0.53,0.33,0.45,0.55,0.41,0.55,0.0,0.36,0.57,0.27,0.68,0.98,0.69,0.55,0.48
web-cat.csv,0.0,0.15,0.05,0.21,0.53,0.35,0.04,0.11,0.16,0.51,0.2,0.05,0.0,0.0,0.06,0.07,0.35,0.12,0.25,1.0
xcf.csv,0.0,0.0,0.59,0.59,0.57,0.51,0.58,0.51,0.57,0.23,0.58,0.96,0.32,0.64,0.74,0.39,0.27,0.57,0.97,0.38
xfce.csv,0.0,0.5,0.68,0.55,0.62,0.51,0.55,0.63,0.6,0.46,0.56,0.51,0.99,0.79,0.54,0.67,0.26,0.59,0.58,0.48
