,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.32,0.52,0.87,0.41,0.44,0.61,0.61,0.45,0.57,0.35,0.5,0.81,0.51,0.42,0.63,0.55,0.4,0.39,0.52,0.54
extprosys.csv,0.39,0.48,0.75,0.37,0.44,0.6,0.46,0.42,0.56,0.33,0.41,0.47,0.69,0.39,0.51,0.47,0.36,0.58,0.54,0.53
freewrl.csv,0.38,0.6,0.53,0.47,0.38,0.53,0.47,0.44,0.51,0.42,0.44,0.44,0.6,0.41,0.49,0.53,0.69,0.37,0.5,0.33
glas.csv,0.49,0.45,0.69,0.57,0.5,0.48,0.6,0.56,0.48,0.69,0.6,0.53,0.64,0.5,0.63,0.52,0.52,0.39,0.62,0.55
ibatisdb.csv,0.0,0.71,0.97,0.6,0.52,0.75,0.5,0.6,0.99,0.76,0.68,0.98,0.98,0.85,0.86,0.77,0.92,0.76,0.6,0.62
japano.csv,0.42,0.42,0.49,0.56,0.43,0.49,0.53,0.45,0.45,0.38,0.51,0.39,0.46,0.4,0.47,0.41,0.48,0.35,0.54,0.36
lockss.csv,0.67,0.0,0.67,0.67,0.8,0.67,0.5,0.86,1.0,0.8,0.0,0.0,0.5,0.0,0.0,0.75,0.92,0.0,0.8,0.0
officefloor.csv,0.79,0.88,0.97,0.95,0.43,0.56,0.96,0.93,0.97,0.64,0.37,0.67,0.98,0.62,0.94,0.48,0.36,0.67,0.42,0.4
opennms.csv,0.95,0.58,0.75,0.83,0.69,0.91,0.94,0.94,0.99,0.38,0.89,0.96,0.86,0.86,0.0,0.93,0.42,0.76,0.83,0.89
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0
primefaces.csv,0.41,0.55,0.48,0.39,0.46,0.4,0.42,0.41,0.53,0.62,0.38,0.39,0.47,0.42,0.47,0.43,0.67,0.42,0.49,0.32
rohxel.csv,0.35,0.45,0.57,0.38,0.45,0.53,0.36,0.42,0.56,0.39,0.37,0.42,0.47,0.43,0.64,0.49,0.44,0.38,0.48,0.33
roller.csv,0.45,0.49,0.7,0.51,0.48,0.48,0.66,0.59,0.48,0.6,0.44,0.48,0.43,0.57,0.8,0.6,0.4,0.86,0.7,0.82
sevenupdate.csv,0.4,0.47,0.48,0.43,0.64,0.5,0.38,0.45,0.51,0.38,0.46,0.38,0.41,0.54,0.47,0.47,0.89,0.56,0.54,0.3
soar.csv,0.47,0.56,0.64,0.41,0.59,0.56,0.41,0.47,0.54,0.6,0.41,0.49,0.57,0.44,0.49,0.4,0.53,0.35,0.43,0.35
web-cat.csv,0.67,0.83,0.9,0.95,0.67,0.98,0.5,0.95,1.0,0.5,0.97,0.86,0.0,0.93,0.92,0.96,0.47,0.86,0.94,0.58
xcf.csv,0.33,0.4,0.51,0.39,0.36,0.41,0.57,0.44,0.42,0.83,0.4,0.39,0.5,0.52,0.41,0.46,0.86,0.38,0.47,0.32
xfce.csv,0.34,0.44,0.58,0.46,0.36,0.4,0.5,0.39,0.47,0.43,0.43,0.47,0.47,0.38,0.58,0.46,0.59,0.36,0.41,0.4
