,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.02,0.73,0.26,0.42,0.77,0.83,0.98,0.34,0.06,0.67,0.58,0.55,0.75,0.0,0.46,0.45,0.67,0.68,0.58,0.4
extprosys.csv,0.02,0.81,0.98,0.42,0.74,0.84,0.46,0.33,0.05,0.69,0.7,0.89,0.6,0.07,0.39,0.41,0.71,0.58,0.47,0.37
freewrl.csv,0.03,0.63,0.42,0.36,0.79,0.57,0.38,0.28,0.06,0.98,0.6,0.72,0.56,0.05,0.57,0.4,0.3,0.61,0.54,0.54
glas.csv,0.04,0.51,0.37,0.36,0.54,0.65,0.45,0.39,0.06,0.47,0.42,0.56,0.5,0.07,0.97,0.49,0.45,0.63,0.49,0.29
ibatisdb.csv,0.0,0.42,0.16,0.34,0.53,0.55,0.06,0.19,0.14,0.27,0.41,0.37,0.29,0.12,0.51,0.99,0.28,0.46,0.55,0.34
japano.csv,0.03,0.87,0.44,0.37,0.81,0.99,0.52,0.31,0.05,0.66,0.57,1.0,0.82,0.08,0.57,0.41,0.53,0.62,0.62,0.53
lockss.csv,0.0,0.0,0.07,0.13,0.18,0.05,0.0,1.0,0.01,0.25,0.0,0.0,0.02,0.0,0.0,0.05,0.33,0.0,0.05,0.0
officefloor.csv,0.06,0.25,0.13,0.24,0.79,0.89,0.26,0.13,0.93,0.45,0.69,0.6,0.28,0.11,0.26,0.39,0.71,0.55,0.65,0.58
opennms.csv,0.0,0.36,0.0,0.92,0.58,0.16,0.24,0.21,0.08,0.57,0.41,0.21,0.07,0.0,0.0,0.24,0.42,0.28,0.16,0.14
papertoolkit.csv,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
primefaces.csv,0.03,0.81,0.45,0.36,0.58,0.75,0.47,0.35,0.05,0.56,0.72,0.95,0.81,0.15,0.56,0.41,0.3,1.0,0.55,0.57
rohxel.csv,0.02,0.81,0.41,0.41,0.99,0.91,0.49,0.29,0.07,0.68,0.74,0.89,0.58,0.13,0.43,0.38,0.63,0.65,0.68,0.55
roller.csv,0.04,0.77,0.39,0.32,0.6,0.62,0.45,0.44,0.07,0.43,0.99,0.61,0.68,0.17,0.42,0.27,0.39,0.33,0.38,0.33
sevenupdate.csv,0.02,1.0,0.44,0.34,0.49,0.93,0.45,0.31,0.05,0.7,0.54,0.97,0.66,0.0,0.57,0.44,0.25,0.55,0.45,0.5
soar.csv,0.04,0.77,0.37,0.31,0.67,0.87,0.46,0.28,0.05,0.42,0.64,0.85,0.69,0.09,0.55,0.49,0.98,0.76,0.62,0.51
web-cat.csv,0.0,0.22,0.06,0.2,0.63,0.47,0.06,0.09,0.02,0.54,0.25,0.07,0.0,0.0,0.08,0.06,0.57,0.17,0.29,1.0
xcf.csv,0.0,0.69,0.44,0.41,0.72,0.63,0.52,0.27,0.07,0.3,0.62,0.97,0.77,0.12,0.65,0.27,0.37,0.62,0.97,0.47
xfce.csv,0.0,0.69,0.53,0.38,0.75,0.66,0.48,0.36,0.07,0.48,0.6,0.62,0.99,0.15,0.52,0.45,0.29,0.66,0.59,0.41
