,f1,g,recall,precision,pf,wins
ambulant.csv,0.32,0.34,0.68,0.33,0.82,1
arm-webradio.csv,0.44,0.5,0.48,0.41,0.43,11
codepurge.csv,0.34,0.44,0.48,0.33,0.34,7
fw4spl.csv,0.34,0.38,0.34,0.45,0.25,8
glas.csv,0.44,0.55,0.58,0.33,0.47,12
grisbi.csv,0.5,0.39,0.88,0.35,0.88,6
gwanted.csv,0.4,0.43,0.39,0.42,0.2,13
lcfizvtop.csv,0.45,0.49,0.57,0.34,0.39,14
ldview.csv,0.42,0.45,0.41,0.42,0.32,10
libmesh.csv,0.21,0.31,0.27,0.37,0.23,2
mediaportal.csv,0.17,0.12,0.1,0.5,0.05,0
olex2.csv,0.33,0.44,0.41,0.31,0.21,9
oppna-program-hsatools.csv,0.37,0.47,0.61,0.28,0.51,5
qlc.csv,0.44,0.55,0.54,0.46,0.3,15
somap.csv,0.51,0.28,0.9,0.35,0.92,4
wxcode.csv,0.29,0.27,0.23,0.33,0.1,3
xcf.csv,0.51,0.64,0.68,0.38,0.47,16
