,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.59,0.85,0.94,0.59,0.66,0.91,0.93,1.0,0.9,1.05,0.92,0.83,0.97,0.4,0.96,0.82,0.92
arm-webradio.csv,0.68,0.76,0.75,0.89,0.73,0.63,0.88,0.55,0.76,0.83,0.81,0.62,0.69,0.64,0.55,0.7,0.18
codepurge.csv,0.6,0.61,0.8,0.71,0.73,0.63,0.79,0.85,0.92,0.81,0.44,0.86,0.39,0.79,0.85,0.69,0.73
fw4spl.csv,0.87,0.54,0.55,0.67,0.85,0.73,0.6,0.86,0.87,0.73,0.79,0.7,0.65,0.71,0.62,0.75,0.6
glas.csv,0.71,0.53,0.82,0.54,0.77,0.6,0.56,0.89,0.51,0.6,0.7,0.58,0.55,0.59,0.62,0.6,0.7
grisbi.csv,0.88,0.98,0.88,0.75,0.98,0.95,0.23,0.94,0.93,0.84,0.89,0.74,0.91,0.88,0.95,0.76,0.89
gwanted.csv,0.64,0.56,0.56,0.79,0.35,0.82,0.34,0.94,0.84,0.89,0.35,0.53,0.66,0.63,0.68,0.52,0.69
lcfizvtop.csv,0.89,0.63,1.05,0.65,0.69,0.28,0.46,0.92,0.61,0.55,0.89,0.73,0.98,0.79,0.42,0.9,0.47
ldview.csv,0.4,0.84,0.53,0.68,0.87,0.75,0.62,0.62,0.69,0.86,0.57,0.67,0.96,0.57,0.65,0.91,0.48
libmesh.csv,0.86,0.78,0.86,1.02,0.95,0.84,0.93,0.65,0.76,0.81,0.86,0.94,0.88,0.85,0.73,0.77,1.0
mediaportal.csv,1.0,0.88,0.68,0.9,0.82,0.92,0.97,0.88,0.97,0.93,1.0,0.51,0.96,0.88,0.91,0.7,0.24
olex2.csv,1.0,0.69,0.63,0.59,0.44,0.76,0.59,0.93,0.97,0.76,0.45,0.54,0.82,0.81,0.79,0.36,0.62
oppna-program-hsatools.csv,0.72,0.76,0.93,0.18,0.8,0.79,0.37,0.91,0.7,1.0,0.51,0.8,0.81,0.57,0.78,0.48,1.08
qlc.csv,0.65,0.56,0.43,0.63,0.52,0.86,0.46,0.78,0.61,1.02,0.38,0.53,0.58,0.66,0.62,0.46,0.52
somap.csv,0.97,1.0,0.95,0.79,0.92,1.0,0.5,0.92,0.8,0.18,1.03,0.98,0.96,0.97,0.88,0.84,0.99
wxcode.csv,0.81,0.81,0.61,0.64,0.55,0.78,0.45,0.81,0.98,0.83,0.2,0.56,0.92,0.78,0.88,0.7,1.1
xcf.csv,0.5,0.58,0.61,0.75,0.66,0.69,0.65,0.73,0.64,0.42,0.45,0.57,0.72,0.47,0.38,0.53,0.93
