,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.35,0.85,0.94,0.48,0.57,0.9,0.93,1.0,0.89,1.0,0.33,0.52,0.97,0.24,0.67,0.82,0.45
arm-webradio.csv,0.43,0.63,0.22,0.57,0.27,0.44,0.57,0.22,0.71,0.5,0.38,0.32,0.55,0.3,0.33,0.65,0.18
codepurge.csv,0.46,0.48,0.34,0.09,0.15,0.44,0.0,0.43,0.07,0.17,0.33,0.86,0.26,0.67,0.13,0.45,0.73
fw4spl.csv,0.32,0.25,0.23,0.39,0.46,0.06,0.07,0.28,0.11,0.33,0.34,0.24,0.59,0.18,0.17,0.31,0.04
glas.csv,0.57,0.48,0.82,0.17,0.47,0.4,0.43,0.85,0.42,0.0,0.55,0.56,0.35,0.36,0.17,0.56,0.58
grisbi.csv,0.86,0.98,0.88,0.74,0.93,0.94,0.0,0.93,0.93,0.83,0.89,0.72,0.91,0.88,0.93,0.75,0.88
gwanted.csv,0.16,0.29,0.35,0.0,0.21,0.1,0.07,0.3,0.2,0.67,0.21,0.27,0.2,0.17,0.17,0.23,0.06
lcfizvtop.csv,0.84,0.62,0.31,0.26,0.39,0.21,0.29,0.61,0.27,0.17,0.78,0.71,0.98,0.64,0.23,0.9,0.11
ldview.csv,0.32,0.11,0.48,0.35,0.14,0.17,0.5,0.46,0.15,0.5,0.38,0.66,0.03,0.11,0.27,0.1,0.45
libmesh.csv,0.11,0.29,0.19,0.83,0.2,0.54,0.86,0.37,0.44,0.5,0.05,0.18,0.04,0.17,0.23,0.39,0.0
mediaportal.csv,0.0,0.09,0.15,0.0,0.06,0.1,0.0,0.0,0.04,0.0,0.05,0.24,0.01,0.06,0.0,0.14,0.13
olex2.csv,0.03,0.25,0.39,0.0,0.3,0.23,0.0,0.11,0.05,0.5,0.13,0.28,0.21,0.08,0.1,0.24,0.41
oppna-program-hsatools.csv,0.27,0.55,0.93,0.13,0.78,0.65,0.36,0.78,0.2,1.0,0.51,0.79,0.17,0.41,0.5,0.3,0.8
qlc.csv,0.19,0.42,0.33,0.3,0.34,0.27,0.21,0.28,0.4,0.83,0.25,0.32,0.21,0.3,0.43,0.35,0.06
somap.csv,0.97,1.0,0.92,0.78,0.85,1.0,0.5,0.91,0.78,0.0,0.99,0.98,0.96,0.97,0.87,0.8,0.99
wxcode.csv,0.05,0.16,0.55,0.04,0.35,0.27,0.07,0.26,0.07,0.0,0.2,0.35,0.02,0.06,0.1,0.07,0.52
xcf.csv,0.32,0.39,0.58,0.7,0.53,0.58,0.64,0.7,0.62,0.17,0.45,0.47,0.37,0.32,0.33,0.49,0.29
