,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.26,0.73,0.42,0.57,0.8,0.27,0.05,0.78,0.93,0.33,0.25,0.68,0.77,0.31,0.83,0.59,0.71,0.69
arm-webradio.csv,0.43,0.91,0.33,0.48,0.86,0.5,0.14,0.67,0.98,0.67,0.0,0.4,0.3,0.42,0.83,0.9,0.14,0.97
bwapi.csv,0.91,0.64,1.0,0.89,0.48,0.95,1.0,0.33,0.28,0.67,1.0,0.86,0.83,0.96,0.36,0.8,1.0,0.46
co-ode-owl-plugins.csv,0.51,0.64,0.67,0.8,0.82,0.55,0.24,0.72,0.94,0.8,0.06,0.38,0.22,0.88,0.58,0.67,0.29,0.91
firebreath.csv,0.49,1.0,0.83,0.7,0.82,0.72,0.48,0.33,0.76,0.67,0.31,0.76,0.86,0.96,0.5,0.41,0.57,0.86
frogatto.csv,0.66,0.64,0.92,0.8,0.59,0.68,0.86,0.44,0.61,0.67,1.0,0.72,0.73,1.0,0.67,0.28,1.0,0.6
gretl.csv,0.77,0.45,0.75,0.52,0.95,0.62,0.71,0.78,0.43,1.0,0.31,0.74,0.52,1.0,0.97,0.85,0.57,0.6
jasperreports.csv,0.4,0.36,1.0,0.67,0.43,0.83,0.95,0.33,0.2,0.2,1.0,0.71,0.77,0.96,0.31,0.12,0.43,0.03
konversation.csv,0.37,0.36,0.83,0.39,0.41,0.68,0.38,0.44,0.15,0.73,0.5,0.49,0.27,1.0,0.17,0.13,0.14,0.2
linuxsh.csv,0.4,0.82,0.42,0.15,0.73,0.18,0.0,0.67,0.96,0.67,0.0,0.14,0.16,0.0,0.56,0.48,0.0,0.37
moviesandbox.csv,0.86,0.55,0.83,0.57,0.75,0.67,0.1,0.72,0.8,0.73,0.06,0.21,0.24,0.62,0.5,0.26,0.43,0.29
ontomorphtab.csv,0.69,1.0,0.92,1.0,0.98,0.95,0.86,0.33,0.91,0.73,1.0,0.94,1.0,1.0,0.94,0.82,0.86,1.0
opengs.csv,0.09,0.55,0.58,0.59,0.73,0.3,0.05,0.06,0.72,0.4,0.0,0.31,0.27,0.38,0.31,0.29,0.86,0.0
scite-ru.csv,0.86,0.91,0.58,0.89,0.89,0.63,0.48,0.83,0.89,1.0,0.75,0.58,0.5,1.0,0.81,0.94,1.0,0.97
tokratan.csv,0.37,0.64,0.58,0.59,0.64,0.37,0.1,0.06,0.56,0.67,0.38,0.72,0.52,0.92,0.17,0.14,0.86,0.54
vrjuggler.csv,0.54,0.0,0.58,0.04,0.25,0.12,0.29,0.72,0.11,0.33,0.62,0.06,0.07,0.23,0.5,0.27,0.0,0.23
wxcode.csv,0.29,0.0,0.58,0.37,0.18,0.23,0.43,0.06,0.0,0.33,0.25,0.33,0.38,0.96,0.08,0.07,1.0,0.03
xuggle.csv,0.49,0.73,0.58,0.74,0.75,0.6,0.62,0.28,0.85,0.93,0.19,0.59,0.69,0.92,0.72,0.84,1.0,0.57
