,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.22,0.0,0.0,0.04
repositorium.csv,0.17,0.22,0.27,0.6
simplewebservices.csv,0.43,1.0,0.27,0.34
xbg.csv,0.13,0.01,0.29,0.67
