,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,1.0,3.0,0.0,35.0,1.0,1.0,0.0,3.0,7.0,0.0,8.0,9.0
miranda-icq.csv,12.0,3.0,0.0,43.0,1.0,1.0,0.0,7.0,5.0,0.0,2.0,4.0
pclasses.csv,0.0,4.0,69.0,52.0,0.0,63.0,74.0,0.0,201.0,0.0,1.0,9.0
pfaedit.csv,3.0,2.0,69.0,17.0,0.0,1.0,1.0,2.0,201.0,0.0,3.0,2.0
rockbox.csv,6.0,2.0,0.0,19.0,2.0,0.0,0.0,4.0,2.0,0.0,5.0,1.0
theresa.csv,12.0,1.0,0.0,11.0,0.0,63.0,0.0,17.0,8.0,0.0,2.0,0.0
thrust.csv,66.0,1.0,0.0,52.0,0.0,4.0,0.0,9.0,2.0,0.0,26.0,5.0
tktoolkit.csv,15.0,2.0,0.0,52.0,7.0,7.0,0.0,0.0,3.0,0.0,25.0,11.0
trinitycore.csv,1.0,1.0,69.0,23.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0
tzod.csv,6.0,4.0,1.0,15.0,4.0,1.0,1.0,33.0,6.0,0.0,0.0,0.0
yaprm.csv,7.0,4.0,69.0,11.0,0.0,4.0,1.0,9.0,2.0,0.0,3.0,1.0
